"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-04-17;"Masculino";"60-64";3;55
2020-04-17;"Masculino";"70-74";3;26
2020-04-17;"Masculino";"85-89";2;13
2020-04-17;"Masculino";"90-94";1;9
2020-04-18;"Feminino";"0-4";2;44
2020-04-18;"Feminino";"15-19";1;36
2020-04-18;"Feminino";"20-24";5;152
2020-04-18;"Feminino";"25-29";11;209
2020-04-18;"Feminino";"30-34";13;291
2020-04-18;"Feminino";"35-39";14;273
2020-04-18;"Feminino";"40-44";11;177
2020-04-18;"Feminino";"45-49";5;118
2020-04-18;"Feminino";"50-54";8;129
2020-04-18;"Feminino";"55-59";6;88
2020-04-18;"Feminino";"60-64";6;64
2020-04-18;"Feminino";"65-69";2;31
2020-04-18;"Feminino";"70-74";2;27
2020-04-18;"Feminino";"75-79";2;24
2020-04-18;"Feminino";"80-84";2;27
2020-04-18;"Feminino";"95-99";2;5
2020-04-18;"Masculino";"0-4";5;75
2020-04-18;"Masculino";"10-14";2;11
2020-04-18;"Masculino";"20-24";1;87
2020-04-18;"Masculino";"25-29";5;129
2020-04-18;"Masculino";"30-34";7;154
2020-04-18;"Masculino";"35-39";12;172
2020-04-18;"Masculino";"40-44";6;137
2020-04-18;"Masculino";"45-49";3;90
2020-04-18;"Masculino";"50-54";3;76
2020-04-18;"Masculino";"55-59";2;78
2020-04-18;"Masculino";"60-64";3;58
2020-04-18;"Masculino";"65-69";2;30
2020-04-18;"Masculino";"70-74";2;28
2020-04-18;"Masculino";"75-79";2;30
2020-04-18;"Masculino";"80-84";4;22
2020-04-18;"Masculino";"85-89";2;15
2020-04-18;"Masculino";"90-94";2;11
2020-04-20;"Feminino";"0-4";1;45
2020-04-20;"Feminino";"20-24";1;153
2020-04-20;"Feminino";"25-29";4;213
2020-04-20;"Feminino";"30-34";9;300
2020-04-20;"Feminino";"35-39";3;276
2020-04-20;"Feminino";"40-44";1;178
2020-04-20;"Feminino";"45-49";3;121
2020-04-20;"Feminino";"50-54";2;131
2020-04-20;"Feminino";"65-69";1;32
2020-04-20;"Feminino";"70-74";1;28
2020-04-20;"Feminino";"75-79";1;25
2020-04-20;"Masculino";"0-4";1;76
2020-04-20;"Masculino";"20-24";2;89
2020-04-20;"Masculino";"25-29";2;131
2020-04-20;"Masculino";"30-34";3;157
2020-04-20;"Masculino";"35-39";1;173
2020-04-20;"Masculino";"40-44";1;138
2020-04-20;"Masculino";"45-49";1;91
2020-04-20;"Masculino";"50-54";1;77
2020-04-20;"Masculino";"60-64";2;60
2020-04-20;"Masculino";"65-69";1;31
2020-04-20;"Masculino";"70-74";2;30
2020-04-20;"Masculino";"75-79";1;31
2020-04-20;"Masculino";"80-84";1;23
2020-04-20;"Masculino";"85-89";1;16
2020-04-21;"Feminino";"15-19";1;37
2020-04-21;"Feminino";"20-24";3;156
2020-04-21;"Feminino";"25-29";6;219
2020-04-21;"Feminino";"30-34";7;307
2020-04-21;"Feminino";"35-39";5;281
2020-04-21;"Feminino";"40-44";6;184
2020-04-21;"Feminino";"45-49";5;126
2020-04-21;"Feminino";"5-9";1;18
2020-04-21;"Feminino";"50-54";2;133
2020-04-21;"Feminino";"55-59";3;91
2020-04-21;"Feminino";"60-64";3;67
2020-04-21;"Feminino";"65-69";3;35
2020-04-21;"Feminino";"75-79";2;27
2020-04-21;"Feminino";"85-89";1;15
2020-04-21;"Feminino";"95-99";1;6
2020-04-21;"Masculino";"0-4";6;82
2020-04-21;"Masculino";"10-14";1;12
2020-04-21;"Masculino";"20-24";3;92
2020-04-21;"Masculino";"25-29";3;134
2020-04-21;"Masculino";"30-34";7;164
2020-04-21;"Masculino";"35-39";7;180
2020-04-21;"Masculino";"40-44";2;140
2020-04-21;"Masculino";"45-49";5;96
2020-04-21;"Masculino";"50-54";2;79
2020-04-21;"Masculino";"60-64";2;62
2020-04-21;"Masculino";"65-69";1;32
2020-04-21;"Masculino";"70-74";4;34
2020-04-21;"Masculino";"75-79";1;32
2020-04-21;"Masculino";"95-99";1;3
2020-04-22;"Feminino";"0-4";1;46
2020-04-22;"Feminino";"15-19";2;39
2020-04-22;"Feminino";"20-24";7;163
2020-04-22;"Feminino";"25-29";4;223
2020-04-22;"Feminino";"30-34";7;314
2020-04-22;"Feminino";"35-39";6;287
2020-04-22;"Feminino";"40-44";8;192
2020-04-22;"Feminino";"45-49";10;136
2020-04-22;"Feminino";"50-54";3;136
2020-04-22;"Feminino";"55-59";3;94
2020-04-22;"Feminino";"60-64";1;68
2020-04-22;"Feminino";"65-69";2;37
2020-04-22;"Feminino";"70-74";1;29
2020-04-22;"Feminino";"75-79";3;30
2020-04-22;"Feminino";"80-84";3;30
2020-04-22;"Feminino";"90-94";1;14
2020-04-22;"Feminino";"95-99";1;7
2020-04-22;"Masculino";"0-4";3;85
2020-04-22;"Masculino";"15-19";3;35
2020-04-22;"Masculino";"20-24";2;94
2020-04-22;"Masculino";"25-29";2;136
2020-04-22;"Masculino";"30-34";5;169
2020-04-22;"Masculino";"35-39";2;182
2020-04-22;"Masculino";"40-44";6;146
2020-04-22;"Masculino";"45-49";1;97
2020-04-22;"Masculino";"50-54";4;83
2020-04-22;"Masculino";"55-59";5;83
2020-04-22;"Masculino";"60-64";2;64
2020-04-22;"Masculino";"65-69";2;34
2020-04-22;"Masculino";"70-74";1;35
2020-04-22;"Masculino";"75-79";3;35
2020-04-22;"Masculino";"80-84";2;25
2020-04-23;"Feminino";"0-4";3;49
2020-04-23;"Feminino";"10-14";1;22
2020-04-23;"Feminino";"15-19";1;40
2020-04-23;"Feminino";"20-24";4;167
2020-04-23;"Feminino";"25-29";8;231
2020-04-23;"Feminino";"30-34";6;320
2020-04-23;"Feminino";"35-39";2;289
2020-04-23;"Feminino";"40-44";3;195
2020-04-23;"Feminino";"45-49";1;137
2020-04-23;"Feminino";"5-9";1;19
2020-04-23;"Feminino";"50-54";7;143
2020-04-23;"Feminino";"55-59";3;97
2020-04-23;"Feminino";"70-74";1;30
2020-04-23;"Feminino";"75-79";1;31
2020-04-23;"Feminino";"80-84";1;31
2020-04-23;"Feminino";"85-89";2;17
2020-04-23;"Masculino";"0-4";3;88
2020-04-23;"Masculino";"10-14";1;13
2020-04-23;"Masculino";"15-19";1;36
2020-04-23;"Masculino";"20-24";3;97
2020-04-23;"Masculino";"25-29";3;139
2020-04-23;"Masculino";"30-34";3;172
2020-04-23;"Masculino";"35-39";4;186
2020-04-23;"Masculino";"40-44";6;152
2020-04-23;"Masculino";"45-49";4;101
2020-04-23;"Masculino";"5-9";1;29
2020-04-23;"Masculino";"50-54";4;87
2020-04-23;"Masculino";"55-59";3;86
2020-04-23;"Masculino";"60-64";2;66
2020-04-23;"Masculino";"65-69";3;37
2020-04-23;"Masculino";"70-74";1;36
2020-04-23;"Masculino";"75-79";2;37
2020-04-23;"Masculino";"80-84";1;26
2020-04-24;"Feminino";"0-4";2;51
2020-04-24;"Feminino";"15-19";3;43
2020-04-24;"Feminino";"20-24";4;171
2020-04-24;"Feminino";"25-29";3;234
2020-04-24;"Feminino";"30-34";7;327
2020-04-24;"Feminino";"35-39";10;299
2020-04-24;"Feminino";"40-44";3;198
2020-04-24;"Feminino";"45-49";4;141
2020-04-24;"Feminino";"5-9";1;20
2020-04-24;"Feminino";"50-54";2;145
2020-04-24;"Feminino";"55-59";7;104
2020-04-24;"Feminino";"60-64";2;70
2020-04-24;"Feminino";"65-69";2;39
2020-04-24;"Feminino";"70-74";2;32
2020-04-24;"Feminino";"75-79";1;32
2020-04-24;"Feminino";"80-84";1;32
2020-04-24;"Feminino";"85-89";1;18
2020-04-24;"Feminino";"90-94";1;15
2020-04-24;"Masculino";"0-4";3;91
2020-04-24;"Masculino";"20-24";3;100
2020-04-24;"Masculino";"25-29";5;144
2020-04-24;"Masculino";"30-34";2;174
2020-04-24;"Masculino";"35-39";6;192
2020-04-24;"Masculino";"40-44";1;153
2020-04-24;"Masculino";"45-49";3;104
2020-04-24;"Masculino";"5-9";1;30
2020-04-24;"Masculino";"50-54";3;90
2020-04-24;"Masculino";"55-59";5;91
2020-04-24;"Masculino";"60-64";3;69
2020-04-24;"Masculino";"65-69";3;40
2020-04-24;"Masculino";"75-79";2;39
2020-04-24;"Masculino";"80-84";1;27
2020-04-24;"Masculino";"85-89";1;17
2020-04-25;"Feminino";"15-19";1;44
2020-04-25;"Feminino";"20-24";3;174
2020-04-25;"Feminino";"25-29";11;245
2020-04-25;"Feminino";"30-34";15;342
2020-04-25;"Feminino";"35-39";9;308
2020-04-25;"Feminino";"40-44";10;208
2020-04-25;"Feminino";"45-49";7;148
2020-04-25;"Feminino";"5-9";1;21
2020-04-25;"Feminino";"50-54";7;152
2020-04-25;"Feminino";"55-59";5;109
2020-04-25;"Feminino";"60-64";5;75
2020-04-25;"Feminino";"65-69";5;44
2020-04-25;"Feminino";"70-74";3;35
2020-04-25;"Feminino";"75-79";1;33
2020-04-25;"Feminino";"80-84";1;33
2020-04-25;"Feminino";"90-94";2;17
2020-04-25;"Masculino";"0-4";6;97
2020-04-25;"Masculino";"15-19";2;38
2020-04-25;"Masculino";"20-24";2;102
2020-04-25;"Masculino";"25-29";7;151
2020-04-25;"Masculino";"30-34";13;187
2020-04-25;"Masculino";"35-39";9;201
2020-04-25;"Masculino";"40-44";13;166
2020-04-25;"Masculino";"45-49";5;109
2020-04-25;"Masculino";"50-54";6;96
2020-04-25;"Masculino";"55-59";5;96
2020-04-25;"Masculino";"60-64";5;74
2020-04-25;"Masculino";"65-69";5;45
2020-04-25;"Masculino";"70-74";2;38
2020-04-25;"Masculino";"75-79";3;42
2020-04-25;"Masculino";"80-84";2;29
2020-04-25;"Masculino";"85-89";2;19
2020-04-27;"Feminino";"0-4";5;56
2020-04-27;"Feminino";"15-19";1;45
2020-04-27;"Feminino";"20-24";1;175
2020-04-27;"Feminino";"25-29";1;246
2020-04-27;"Feminino";"30-34";3;345
2020-04-27;"Feminino";"35-39";4;312
2020-04-27;"Feminino";"40-44";5;213
2020-04-27;"Feminino";"50-54";5;157
2020-04-27;"Feminino";"55-59";2;111
2020-04-27;"Feminino";"60-64";4;79
2020-04-27;"Feminino";"95-99";1;8
2020-04-27;"Masculino";"15-19";2;40
2020-04-27;"Masculino";"20-24";3;105
2020-04-27;"Masculino";"25-29";3;154
2020-04-27;"Masculino";"30-34";3;190
2020-04-27;"Masculino";"35-39";5;206
2020-04-27;"Masculino";"40-44";5;171
2020-04-27;"Masculino";"45-49";1;110
2020-04-27;"Masculino";"50-54";7;103
2020-04-27;"Masculino";"55-59";2;98
2020-04-27;"Masculino";"60-64";2;76
2020-04-27;"Masculino";"65-69";3;48
2020-04-27;"Masculino";"70-74";3;41
2020-04-27;"Masculino";"80-84";1;30
2020-04-27;"Masculino";"85-89";1;20
2020-04-28;"Feminino";"20-24";1;176
2020-04-28;"Feminino";"30-34";3;348
2020-04-28;"Feminino";"35-39";5;317
2020-04-28;"Feminino";"40-44";2;215
2020-04-28;"Feminino";"45-49";1;149
2020-04-28;"Feminino";"65-69";1;45
2020-04-28;"Feminino";"80-84";1;34
2020-04-28;"Feminino";"85-89";1;19
2020-04-28;"Masculino";"0-4";1;98
2020-04-28;"Masculino";"10-14";1;14
2020-04-28;"Masculino";"15-19";1;41
2020-04-28;"Masculino";"20-24";2;107
2020-04-28;"Masculino";"25-29";1;155
2020-04-28;"Masculino";"30-34";1;191
2020-04-28;"Masculino";"35-39";3;209
2020-04-28;"Masculino";"45-49";1;111
2020-04-28;"Masculino";"50-54";1;104
2020-04-28;"Masculino";"55-59";2;100
2020-04-28;"Masculino";"60-64";2;78
2020-04-28;"Masculino";"75-79";1;43
2020-04-28;"Masculino";"80-84";1;31
2020-04-28;"Masculino";"95-99";2;5
2020-04-29;"Feminino";"&gt;100";1;1
2020-04-29;"Feminino";"0-4";3;59
2020-04-29;"Feminino";"10-14";1;23
2020-04-29;"Feminino";"15-19";1;46
2020-04-29;"Feminino";"20-24";3;179
2020-04-29;"Feminino";"25-29";16;262
2020-04-29;"Feminino";"30-34";19;367
2020-04-29;"Feminino";"35-39";23;340
2020-04-29;"Feminino";"40-44";18;233
2020-04-29;"Feminino";"45-49";9;158
2020-04-29;"Feminino";"50-54";8;165
2020-04-29;"Feminino";"55-59";8;119
2020-04-29;"Feminino";"60-64";6;85
2020-04-29;"Feminino";"65-69";4;49
2020-04-29;"Feminino";"70-74";2;37
2020-04-29;"Feminino";"80-84";2;36
2020-04-29;"Feminino";"85-89";4;23
2020-04-29;"Feminino";"90-94";1;18
2020-04-29;"Masculino";"0-4";5;103
2020-04-29;"Masculino";"15-19";1;42
2020-04-29;"Masculino";"20-24";4;111
2020-04-29;"Masculino";"25-29";10;165
2020-04-29;"Masculino";"30-34";12;203
2020-04-29;"Masculino";"35-39";6;215
2020-04-29;"Masculino";"40-44";6;177
2020-04-29;"Masculino";"45-49";6;117
2020-04-29;"Masculino";"5-9";2;32
2020-04-29;"Masculino";"50-54";6;110
2020-04-29;"Masculino";"55-59";6;106
2020-04-29;"Masculino";"60-64";4;82
2020-04-29;"Masculino";"65-69";5;53
2020-04-29;"Masculino";"70-74";2;43
2020-04-29;"Masculino";"75-79";1;44
2020-04-29;"Masculino";"80-84";5;36
2020-04-29;"Masculino";"85-89";2;22
2020-04-29;"Masculino";"90-94";1;12
2020-04-29;"Masculino";"95-99";1;6
2020-04-30;"Feminino";"&gt;100";1;2
2020-04-30;"Feminino";"20-24";3;182
2020-04-30;"Feminino";"25-29";4;266
2020-04-30;"Feminino";"35-39";8;348
2020-04-30;"Feminino";"40-44";6;239
2020-04-30;"Feminino";"45-49";4;162
2020-04-30;"Feminino";"50-54";3;168
2020-04-30;"Feminino";"55-59";3;122
2020-04-30;"Feminino";"60-64";3;88
2020-04-30;"Feminino";"65-69";1;50
2020-04-30;"Feminino";"75-79";1;34
2020-04-30;"Masculino";"25-29";1;166
2020-04-30;"Masculino";"30-34";2;205
2020-04-30;"Masculino";"35-39";5;220
2020-04-30;"Masculino";"40-44";2;179
2020-04-30;"Masculino";"45-49";3;120
2020-04-30;"Masculino";"50-54";2;112
2020-04-30;"Masculino";"60-64";1;83
2020-04-30;"Masculino";"65-69";1;54
2020-04-30;"Masculino";"75-79";2;46
2020-04-30;"Masculino";"80-84";1;37
2020-05-01;"Feminino";"0-4";1;60
2020-05-01;"Feminino";"15-19";1;47
2020-05-01;"Feminino";"20-24";5;187
2020-05-01;"Feminino";"25-29";7;273
2020-05-01;"Feminino";"30-34";9;376
2020-05-01;"Feminino";"35-39";11;359
2020-05-01;"Feminino";"40-44";9;248
2020-05-01;"Feminino";"45-49";4;166
2020-05-01;"Feminino";"50-54";7;175
2020-05-01;"Feminino";"55-59";4;126
2020-05-01;"Feminino";"60-64";2;90
2020-05-01;"Feminino";"70-74";2;39
2020-05-01;"Feminino";"75-79";3;37
2020-05-01;"Feminino";"90-94";2;20
2020-05-01;"Masculino";"0-4";1;104
2020-05-01;"Masculino";"15-19";1;43
2020-05-01;"Masculino";"20-24";3;114
2020-05-01;"Masculino";"25-29";8;174
2020-05-01;"Masculino";"30-34";9;214
2020-05-01;"Masculino";"35-39";9;229
2020-05-01;"Masculino";"40-44";3;182
2020-05-01;"Masculino";"45-49";4;124
2020-05-01;"Masculino";"50-54";8;120
2020-05-01;"Masculino";"55-59";3;109
2020-05-01;"Masculino";"60-64";3;86
2020-05-01;"Masculino";"65-69";2;56
2020-05-01;"Masculino";"70-74";4;47
2020-05-01;"Masculino";"75-79";2;48
2020-05-01;"Masculino";"80-84";1;38
2020-05-01;"Masculino";"85-89";1;23
2020-05-01;"Masculino";"90-94";1;13
2020-05-02;"Feminino";"0-4";4;64
2020-05-02;"Feminino";"10-14";1;24
2020-05-02;"Feminino";"15-19";2;49
2020-05-02;"Feminino";"20-24";8;195
2020-05-02;"Feminino";"25-29";11;284
2020-05-02;"Feminino";"30-34";14;390
2020-05-02;"Feminino";"35-39";20;379
2020-05-02;"Feminino";"40-44";13;261
2020-05-02;"Feminino";"45-49";9;175
2020-05-02;"Feminino";"5-9";1;22
2020-05-02;"Feminino";"50-54";13;188
2020-05-02;"Feminino";"55-59";5;131
2020-05-02;"Feminino";"60-64";3;93
2020-05-02;"Feminino";"65-69";3;53
2020-05-02;"Feminino";"70-74";4;43
2020-05-02;"Feminino";"75-79";2;39
2020-05-02;"Feminino";"80-84";4;40
2020-05-02;"Feminino";"85-89";1;24
2020-05-02;"Feminino";"90-94";2;22
2020-05-02;"Feminino";"95-99";1;9
2020-05-02;"Masculino";"0-4";2;106
2020-05-02;"Masculino";"10-14";2;16
2020-05-02;"Masculino";"15-19";1;44
2020-05-02;"Masculino";"20-24";4;118
2020-05-02;"Masculino";"25-29";6;180
2020-05-02;"Masculino";"30-34";7;221
2020-05-02;"Masculino";"35-39";13;242
2020-05-02;"Masculino";"40-44";15;197
2020-05-02;"Masculino";"45-49";13;137
2020-05-02;"Masculino";"5-9";1;33
2020-05-02;"Masculino";"50-54";12;132
2020-05-02;"Masculino";"55-59";7;116
2020-05-02;"Masculino";"60-64";5;91
2020-05-02;"Masculino";"65-69";2;58
2020-05-02;"Masculino";"70-74";2;49
2020-05-02;"Masculino";"75-79";3;51
2020-05-02;"Masculino";"85-89";1;24
2020-05-02;"Masculino";"90-94";1;14
2020-05-04;"Feminino";"0-4";1;65
2020-05-04;"Feminino";"20-24";6;201
2020-05-04;"Feminino";"25-29";5;289
2020-05-04;"Feminino";"30-34";7;397
2020-05-04;"Feminino";"35-39";9;388
2020-05-04;"Feminino";"40-44";1;262
2020-05-04;"Feminino";"45-49";7;182
2020-05-04;"Feminino";"5-9";1;23
2020-05-04;"Feminino";"55-59";6;137
2020-05-04;"Feminino";"60-64";5;98
2020-05-04;"Feminino";"65-69";1;54
2020-05-04;"Feminino";"70-74";4;47
2020-05-04;"Feminino";"75-79";3;42
2020-05-04;"Feminino";"80-84";1;41
2020-05-04;"Feminino";"85-89";1;25
2020-05-04;"Masculino";"0-4";4;110
2020-05-04;"Masculino";"10-14";2;18
2020-05-04;"Masculino";"25-29";6;186
2020-05-04;"Masculino";"30-34";2;223
2020-05-04;"Masculino";"35-39";7;249
2020-05-04;"Masculino";"40-44";3;200
2020-05-04;"Masculino";"45-49";2;139
2020-05-04;"Masculino";"5-9";1;34
2020-05-04;"Masculino";"50-54";5;137
2020-05-04;"Masculino";"55-59";4;120
2020-05-04;"Masculino";"60-64";2;93
2020-05-04;"Masculino";"65-69";2;60
2020-05-04;"Masculino";"70-74";2;51
2020-05-04;"Masculino";"75-79";1;52
2020-05-04;"Masculino";"80-84";1;39
2020-05-04;"Masculino";"95-99";1;7
2020-05-05;"Feminino";"0-4";1;66
2020-05-05;"Feminino";"15-19";1;50
2020-05-05;"Feminino";"25-29";1;290
2020-05-05;"Feminino";"30-34";4;401
2020-05-05;"Feminino";"40-44";1;263
2020-05-05;"Feminino";"45-49";3;185
2020-05-05;"Feminino";"50-54";1;189
2020-05-05;"Feminino";"65-69";1;55
2020-05-05;"Feminino";"70-74";1;48
2020-05-05;"Feminino";"75-79";1;43
2020-05-05;"Feminino";"80-84";1;42
2020-05-05;"Masculino";"0-4";3;113
2020-05-05;"Masculino";"15-19";1;45
2020-05-05;"Masculino";"20-24";1;119
2020-05-05;"Masculino";"25-29";1;187
2020-05-05;"Masculino";"35-39";1;250
2020-05-05;"Masculino";"40-44";1;201
2020-05-05;"Masculino";"5-9";1;35
2020-05-05;"Masculino";"50-54";1;138
2020-05-05;"Masculino";"55-59";2;122
2020-05-05;"Masculino";"75-79";1;53
2020-05-06;"Feminino";"20-24";1;202
2020-05-06;"Feminino";"25-29";7;297
2020-05-06;"Feminino";"30-34";13;414
2020-05-06;"Feminino";"35-39";16;404
2020-05-06;"Feminino";"40-44";9;272
2020-05-06;"Feminino";"45-49";9;194
2020-05-06;"Feminino";"50-54";7;196
2020-05-06;"Feminino";"55-59";6;143
2020-05-06;"Feminino";"60-64";7;105
2020-05-06;"Feminino";"65-69";4;59
2020-05-06;"Feminino";"70-74";6;54
2020-05-06;"Feminino";"75-79";1;44
2020-05-06;"Feminino";"80-84";3;45
2020-05-06;"Feminino";"85-89";4;29
2020-05-06;"Feminino";"90-94";1;23
2020-05-06;"Masculino";"0-4";2;115
2020-05-06;"Masculino";"20-24";2;121
2020-05-06;"Masculino";"25-29";5;192
2020-05-06;"Masculino";"30-34";12;235
2020-05-06;"Masculino";"35-39";6;256
2020-05-06;"Masculino";"40-44";9;210
2020-05-06;"Masculino";"45-49";10;149
2020-05-06;"Masculino";"50-54";5;143
2020-05-06;"Masculino";"55-59";6;128
2020-05-06;"Masculino";"60-64";7;100
2020-05-06;"Masculino";"65-69";5;65
2020-05-06;"Masculino";"70-74";5;56
2020-05-06;"Masculino";"75-79";3;56
2020-05-06;"Masculino";"80-84";1;40
2020-05-06;"Masculino";"85-89";3;27
2020-05-06;"Masculino";"90-94";1;15
2020-05-07;"Feminino";"0-4";4;70
2020-05-07;"Feminino";"10-14";2;26
2020-05-07;"Feminino";"15-19";2;52
2020-05-07;"Feminino";"20-24";2;204
2020-05-07;"Feminino";"25-29";1;298
2020-05-07;"Feminino";"30-34";3;417
2020-05-07;"Feminino";"35-39";8;412
2020-05-07;"Feminino";"40-44";10;282
2020-05-07;"Feminino";"45-49";8;202
2020-05-07;"Feminino";"55-59";5;148
2020-05-07;"Feminino";"60-64";2;107
2020-05-07;"Feminino";"65-69";1;60
2020-05-07;"Feminino";"70-74";1;55
2020-05-07;"Feminino";"75-79";1;45
2020-05-07;"Masculino";"0-4";3;118
2020-05-07;"Masculino";"15-19";1;46
2020-05-07;"Masculino";"20-24";3;124
2020-05-07;"Masculino";"25-29";6;198
2020-05-07;"Masculino";"30-34";3;238
2020-05-07;"Masculino";"35-39";4;260
2020-05-07;"Masculino";"40-44";6;216
2020-05-07;"Masculino";"45-49";4;153
2020-05-07;"Masculino";"50-54";3;146
2020-05-07;"Masculino";"55-59";1;129
2020-05-07;"Masculino";"60-64";3;103
2020-05-07;"Masculino";"65-69";1;66
2020-05-07;"Masculino";"70-74";4;60
2020-05-07;"Masculino";"75-79";1;57
2020-05-07;"Masculino";"80-84";2;42
2020-05-07;"Masculino";"85-89";3;30
2020-05-07;"Masculino";"95-99";1;8
2020-05-08;"Feminino";"0-4";3;73
2020-05-08;"Feminino";"20-24";2;206
2020-05-08;"Feminino";"25-29";3;301
2020-05-08;"Feminino";"30-34";5;422
2020-05-08;"Feminino";"35-39";9;421
2020-05-08;"Feminino";"40-44";5;287
2020-05-08;"Feminino";"45-49";3;205
2020-05-08;"Feminino";"5-9";1;24
2020-05-08;"Feminino";"50-54";2;198
2020-05-08;"Feminino";"55-59";4;152
2020-05-08;"Feminino";"60-64";1;108
2020-05-08;"Feminino";"65-69";1;61
2020-05-08;"Feminino";"70-74";1;56
2020-05-08;"Feminino";"75-79";3;48
2020-05-08;"Feminino";"80-84";4;49
2020-05-08;"Feminino";"85-89";1;30
2020-05-08;"Masculino";"15-19";1;47
2020-05-08;"Masculino";"20-24";3;127
2020-05-08;"Masculino";"25-29";2;200
2020-05-08;"Masculino";"30-34";3;241
2020-05-08;"Masculino";"35-39";8;268
2020-05-08;"Masculino";"45-49";3;156
2020-05-08;"Masculino";"50-54";4;150
2020-05-08;"Masculino";"55-59";3;132
2020-05-08;"Masculino";"60-64";2;105
2020-05-08;"Masculino";"70-74";1;61
2020-05-08;"Masculino";"75-79";1;58
2020-05-08;"Masculino";"80-84";1;43
2020-05-08;"Masculino";"85-89";1;31
2020-05-11;"Feminino";"25-29";1;302
2020-05-11;"Feminino";"35-39";3;424
2020-05-11;"Feminino";"40-44";1;288
2020-05-11;"Feminino";"90-94";1;24
2020-05-11;"Masculino";"20-24";1;128
2020-05-11;"Masculino";"30-34";2;243
2020-05-11;"Masculino";"40-44";1;217
2020-05-11;"Masculino";"85-89";1;32
2020-05-12;"Feminino";"0-4";1;74
2020-05-12;"Feminino";"20-24";1;207
2020-05-12;"Feminino";"30-34";1;423
2020-05-12;"Feminino";"35-39";5;429
2020-05-12;"Feminino";"50-54";2;200
2020-05-12;"Feminino";"60-64";3;111
2020-05-12;"Feminino";"65-69";2;63
2020-05-12;"Masculino";"0-4";1;119
2020-05-12;"Masculino";"10-14";1;19
2020-05-12;"Masculino";"20-24";1;129
2020-05-12;"Masculino";"30-34";2;245
2020-05-12;"Masculino";"35-39";1;269
2020-05-12;"Masculino";"45-49";5;161
2020-05-12;"Masculino";"65-69";1;67
2020-05-12;"Masculino";"70-74";1;62
2020-05-12;"Masculino";"80-84";1;44
2020-05-13;"Feminino";"0-4";1;75
2020-05-13;"Feminino";"15-19";1;53
2020-05-13;"Feminino";"25-29";2;304
2020-05-13;"Feminino";"30-34";2;425
2020-05-13;"Feminino";"35-39";2;431
2020-05-13;"Feminino";"40-44";1;289
2020-05-13;"Feminino";"50-54";1;201
2020-05-13;"Feminino";"65-69";2;65
2020-05-13;"Feminino";"75-79";1;49
2020-05-13;"Feminino";"80-84";1;50
2020-05-13;"Masculino";"20-24";1;130
2020-05-13;"Masculino";"25-29";2;202
2020-05-13;"Masculino";"30-34";2;247
2020-05-13;"Masculino";"35-39";3;272
2020-05-13;"Masculino";"40-44";2;219
2020-05-13;"Masculino";"45-49";1;162
2020-05-13;"Masculino";"60-64";1;106
2020-05-14;"Feminino";"0-4";1;76
2020-05-14;"Feminino";"15-19";2;55
2020-05-14;"Feminino";"20-24";1;208
2020-05-14;"Feminino";"25-29";1;305
2020-05-14;"Feminino";"30-34";13;438
2020-05-14;"Feminino";"35-39";5;436
2020-05-14;"Feminino";"40-44";4;293
2020-05-14;"Feminino";"45-49";4;209
2020-05-14;"Feminino";"5-9";1;25
2020-05-14;"Feminino";"50-54";4;205
2020-05-14;"Feminino";"55-59";3;155
2020-05-14;"Feminino";"60-64";1;112
2020-05-14;"Feminino";"65-69";1;66
2020-05-14;"Feminino";"75-79";1;50
2020-05-14;"Feminino";"80-84";2;52
2020-05-14;"Masculino";"25-29";2;204
2020-05-14;"Masculino";"30-34";7;254
2020-05-14;"Masculino";"35-39";3;275
2020-05-14;"Masculino";"40-44";3;222
2020-05-14;"Masculino";"45-49";4;166
2020-05-14;"Masculino";"55-59";2;134
2020-05-14;"Masculino";"60-64";1;107
2020-05-14;"Masculino";"65-69";3;70
2020-05-14;"Masculino";"70-74";2;64
2020-05-14;"Masculino";"80-84";1;45
2020-05-14;"Masculino";"85-89";3;35
2020-05-14;"Masculino";"90-94";1;16
2020-05-15;"Feminino";"15-19";1;56
2020-05-15;"Feminino";"20-24";1;209
2020-05-15;"Feminino";"30-34";2;440
2020-05-15;"Feminino";"35-39";1;437
2020-05-15;"Feminino";"40-44";1;294
2020-05-15;"Feminino";"50-54";1;206
2020-05-15;"Feminino";"60-64";1;113
2020-05-15;"Feminino";"75-79";1;51
2020-05-15;"Feminino";"80-84";2;54
2020-05-15;"Feminino";"85-89";2;32
2020-05-15;"Masculino";"0-4";1;120
2020-05-15;"Masculino";"10-14";1;20
2020-05-15;"Masculino";"20-24";1;131
2020-05-15;"Masculino";"25-29";1;205
2020-05-15;"Masculino";"40-44";1;223
2020-05-15;"Masculino";"45-49";1;167
2020-05-15;"Masculino";"50-54";1;151
2020-05-15;"Masculino";"70-74";1;65
2020-05-15;"Masculino";"80-84";2;47
2020-05-16;"Feminino";"10-14";1;27
2020-05-16;"Feminino";"25-29";6;311
2020-05-16;"Feminino";"30-34";8;448
2020-05-16;"Feminino";"35-39";8;445
2020-05-16;"Feminino";"40-44";7;301
2020-05-16;"Feminino";"45-49";9;218
2020-05-16;"Feminino";"50-54";6;212
2020-05-16;"Feminino";"55-59";8;163
2020-05-16;"Feminino";"60-64";4;117
