"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-05-16;"Feminino";"65-69";1;67
2020-05-16;"Feminino";"70-74";2;58
2020-05-16;"Feminino";"75-79";3;54
2020-05-16;"Feminino";"85-89";1;33
2020-05-16;"Masculino";"0-4";2;122
2020-05-16;"Masculino";"25-29";5;210
2020-05-16;"Masculino";"30-34";6;260
2020-05-16;"Masculino";"35-39";5;280
2020-05-16;"Masculino";"40-44";10;233
2020-05-16;"Masculino";"45-49";9;176
2020-05-16;"Masculino";"50-54";3;154
2020-05-16;"Masculino";"55-59";2;136
2020-05-16;"Masculino";"60-64";2;109
2020-05-16;"Masculino";"70-74";4;69
2020-05-16;"Masculino";"75-79";6;64
2020-05-16;"Masculino";"80-84";2;49
2020-05-16;"Masculino";"85-89";2;37
2020-05-16;"Masculino";"90-94";1;17
2020-05-17;"Feminino";"70-74";1;59
2020-05-18;"Feminino";"0-4";6;82
2020-05-18;"Feminino";"10-14";4;31
2020-05-18;"Feminino";"15-19";9;65
2020-05-18;"Feminino";"20-24";24;233
2020-05-18;"Feminino";"25-29";58;369
2020-05-18;"Feminino";"30-34";73;521
2020-05-18;"Feminino";"35-39";68;513
2020-05-18;"Feminino";"40-44";38;339
2020-05-18;"Feminino";"45-49";34;252
2020-05-18;"Feminino";"50-54";24;236
2020-05-18;"Feminino";"55-59";26;189
2020-05-18;"Feminino";"60-64";17;134
2020-05-18;"Feminino";"65-69";16;83
2020-05-18;"Feminino";"70-74";16;75
2020-05-18;"Feminino";"75-79";12;66
2020-05-18;"Feminino";"80-84";10;64
2020-05-18;"Feminino";"85-89";3;36
2020-05-18;"Feminino";"90-94";2;26
2020-05-18;"Masculino";"0-4";4;126
2020-05-18;"Masculino";"10-14";4;24
2020-05-18;"Masculino";"15-19";7;54
2020-05-18;"Masculino";"20-24";21;152
2020-05-18;"Masculino";"25-29";37;247
2020-05-18;"Masculino";"30-34";36;296
2020-05-18;"Masculino";"35-39";45;325
2020-05-18;"Masculino";"40-44";46;279
2020-05-18;"Masculino";"45-49";35;211
2020-05-18;"Masculino";"5-9";1;36
2020-05-18;"Masculino";"50-54";36;190
2020-05-18;"Masculino";"55-59";25;161
2020-05-18;"Masculino";"60-64";20;129
2020-05-18;"Masculino";"65-69";10;80
2020-05-18;"Masculino";"70-74";12;81
2020-05-18;"Masculino";"75-79";14;78
2020-05-18;"Masculino";"80-84";11;60
2020-05-18;"Masculino";"85-89";7;44
2020-05-18;"Masculino";"90-94";4;21
2020-05-18;"Masculino";"95-99";1;9
2020-05-19;"Feminino";"0-4";7;89
2020-05-19;"Feminino";"15-19";7;72
2020-05-19;"Feminino";"20-24";14;247
2020-05-19;"Feminino";"25-29";20;389
2020-05-19;"Feminino";"30-34";33;554
2020-05-19;"Feminino";"35-39";49;562
2020-05-19;"Feminino";"40-44";24;363
2020-05-19;"Feminino";"45-49";16;268
2020-05-19;"Feminino";"5-9";2;27
2020-05-19;"Feminino";"50-54";14;250
2020-05-19;"Feminino";"55-59";16;205
2020-05-19;"Feminino";"60-64";14;148
2020-05-19;"Feminino";"65-69";7;90
2020-05-19;"Feminino";"70-74";5;80
2020-05-19;"Feminino";"75-79";2;68
2020-05-19;"Feminino";"80-84";7;71
2020-05-19;"Feminino";"85-89";2;38
2020-05-19;"Feminino";"90-94";2;28
2020-05-19;"Feminino";"95-99";1;10
2020-05-19;"Masculino";"0-4";5;131
2020-05-19;"Masculino";"15-19";4;58
2020-05-19;"Masculino";"20-24";10;162
2020-05-19;"Masculino";"25-29";16;263
2020-05-19;"Masculino";"30-34";29;325
2020-05-19;"Masculino";"35-39";28;353
2020-05-19;"Masculino";"40-44";26;305
2020-05-19;"Masculino";"45-49";26;237
2020-05-19;"Masculino";"5-9";1;37
2020-05-19;"Masculino";"50-54";25;215
2020-05-19;"Masculino";"55-59";12;173
2020-05-19;"Masculino";"60-64";10;139
2020-05-19;"Masculino";"65-69";7;87
2020-05-19;"Masculino";"70-74";4;85
2020-05-19;"Masculino";"75-79";8;86
2020-05-19;"Masculino";"80-84";4;64
2020-05-19;"Masculino";"85-89";2;46
2020-05-20;"Feminino";"10-14";1;32
2020-05-20;"Feminino";"15-19";3;75
2020-05-20;"Feminino";"20-24";13;260
2020-05-20;"Feminino";"25-29";25;414
2020-05-20;"Feminino";"30-34";25;579
2020-05-20;"Feminino";"35-39";24;586
2020-05-20;"Feminino";"40-44";17;380
2020-05-20;"Feminino";"45-49";22;290
2020-05-20;"Feminino";"50-54";12;262
2020-05-20;"Feminino";"55-59";12;217
2020-05-20;"Feminino";"60-64";10;158
2020-05-20;"Feminino";"65-69";5;95
2020-05-20;"Feminino";"70-74";7;87
2020-05-20;"Feminino";"75-79";3;71
2020-05-20;"Feminino";"80-84";3;74
2020-05-20;"Feminino";"85-89";1;39
2020-05-20;"Feminino";"90-94";4;32
2020-05-20;"Masculino";"0-4";5;136
2020-05-20;"Masculino";"10-14";2;26
2020-05-20;"Masculino";"15-19";1;59
2020-05-20;"Masculino";"20-24";6;168
2020-05-20;"Masculino";"25-29";8;271
2020-05-20;"Masculino";"30-34";12;337
2020-05-20;"Masculino";"35-39";13;366
2020-05-20;"Masculino";"40-44";21;326
2020-05-20;"Masculino";"45-49";14;251
2020-05-20;"Masculino";"50-54";14;229
2020-05-20;"Masculino";"55-59";9;182
2020-05-20;"Masculino";"60-64";9;148
2020-05-20;"Masculino";"65-69";9;96
2020-05-20;"Masculino";"70-74";5;90
2020-05-20;"Masculino";"75-79";3;89
2020-05-20;"Masculino";"80-84";2;66
2020-05-20;"Masculino";"85-89";2;48
2020-05-20;"Masculino";"90-94";1;22
2020-05-21;"Feminino";"0-4";1;90
2020-05-21;"Feminino";"20-24";3;263
2020-05-21;"Feminino";"25-29";3;417
2020-05-21;"Feminino";"30-34";4;583
2020-05-21;"Feminino";"35-39";7;593
2020-05-21;"Feminino";"40-44";4;384
2020-05-21;"Feminino";"45-49";3;293
2020-05-21;"Feminino";"50-54";3;265
2020-05-21;"Feminino";"55-59";1;218
2020-05-21;"Feminino";"60-64";1;159
2020-05-21;"Feminino";"65-69";2;97
2020-05-21;"Feminino";"70-74";2;89
2020-05-21;"Feminino";"80-84";3;77
2020-05-21;"Feminino";"85-89";1;40
2020-05-21;"Feminino";"90-94";1;33
2020-05-21;"Masculino";"0-4";3;139
2020-05-21;"Masculino";"15-19";1;60
2020-05-21;"Masculino";"20-24";3;171
2020-05-21;"Masculino";"25-29";6;277
2020-05-21;"Masculino";"30-34";2;339
2020-05-21;"Masculino";"35-39";6;372
2020-05-21;"Masculino";"40-44";6;332
2020-05-21;"Masculino";"45-49";2;253
2020-05-21;"Masculino";"5-9";2;39
2020-05-21;"Masculino";"50-54";2;231
2020-05-21;"Masculino";"55-59";4;186
2020-05-21;"Masculino";"60-64";2;150
2020-05-21;"Masculino";"65-69";4;100
2020-05-21;"Masculino";"75-79";3;92
2020-05-22;"Feminino";"0-4";2;92
2020-05-22;"Feminino";"25-29";2;419
2020-05-22;"Feminino";"30-34";8;591
2020-05-22;"Feminino";"35-39";8;601
2020-05-22;"Feminino";"40-44";3;387
2020-05-22;"Feminino";"45-49";2;295
2020-05-22;"Feminino";"50-54";5;270
2020-05-22;"Feminino";"55-59";1;219
2020-05-22;"Feminino";"60-64";1;160
2020-05-22;"Feminino";"65-69";2;99
2020-05-22;"Feminino";"70-74";1;90
2020-05-22;"Feminino";"75-79";1;72
2020-05-22;"Feminino";"80-84";3;80
2020-05-22;"Feminino";"85-89";1;41
2020-05-22;"Masculino";"15-19";1;61
2020-05-22;"Masculino";"20-24";1;172
2020-05-22;"Masculino";"25-29";1;278
2020-05-22;"Masculino";"30-34";4;343
2020-05-22;"Masculino";"35-39";5;377
2020-05-22;"Masculino";"40-44";4;336
2020-05-22;"Masculino";"45-49";3;256
2020-05-22;"Masculino";"5-9";1;40
2020-05-22;"Masculino";"55-59";2;188
2020-05-22;"Masculino";"60-64";2;152
2020-05-22;"Masculino";"65-69";1;101
2020-05-22;"Masculino";"70-74";2;92
2020-05-22;"Masculino";"80-84";1;67
2020-05-22;"Masculino";"85-89";1;49
2020-05-23;"Feminino";"20-24";2;265
2020-05-23;"Feminino";"25-29";1;420
2020-05-23;"Feminino";"30-34";3;594
2020-05-23;"Feminino";"35-39";1;602
2020-05-23;"Masculino";"20-24";1;173
2020-05-23;"Masculino";"30-34";1;344
2020-05-23;"Masculino";"45-49";2;258
2020-05-23;"Masculino";"55-59";2;190
2020-05-23;"Masculino";"65-69";1;102
2020-05-24;"Masculino";"40-44";1;337
2020-05-25;"Feminino";"0-4";5;97
2020-05-25;"Feminino";"10-14";3;35
2020-05-25;"Feminino";"15-19";1;76
2020-05-25;"Feminino";"20-24";15;280
2020-05-25;"Feminino";"25-29";33;453
2020-05-25;"Feminino";"30-34";33;627
2020-05-25;"Feminino";"35-39";36;638
2020-05-25;"Feminino";"40-44";30;417
2020-05-25;"Feminino";"45-49";41;336
2020-05-25;"Feminino";"5-9";3;30
2020-05-25;"Feminino";"50-54";29;299
2020-05-25;"Feminino";"55-59";16;235
2020-05-25;"Feminino";"60-64";12;172
2020-05-25;"Feminino";"65-69";7;106
2020-05-25;"Feminino";"70-74";9;99
2020-05-25;"Feminino";"75-79";6;78
2020-05-25;"Feminino";"80-84";2;82
2020-05-25;"Feminino";"85-89";2;43
2020-05-25;"Feminino";"90-94";2;35
2020-05-25;"Masculino";"0-4";5;144
2020-05-25;"Masculino";"15-19";1;62
2020-05-25;"Masculino";"20-24";9;182
2020-05-25;"Masculino";"25-29";20;298
2020-05-25;"Masculino";"30-34";29;373
2020-05-25;"Masculino";"35-39";37;414
2020-05-25;"Masculino";"40-44";29;366
2020-05-25;"Masculino";"45-49";26;284
2020-05-25;"Masculino";"5-9";1;41
2020-05-25;"Masculino";"50-54";16;247
2020-05-25;"Masculino";"55-59";16;206
2020-05-25;"Masculino";"60-64";18;170
2020-05-25;"Masculino";"65-69";6;108
2020-05-25;"Masculino";"70-74";13;105
2020-05-25;"Masculino";"75-79";9;101
2020-05-25;"Masculino";"80-84";3;70
2020-05-25;"Masculino";"85-89";5;54
2020-05-25;"Masculino";"90-94";2;24
2020-05-26;"Feminino";"0-4";2;99
2020-05-26;"Feminino";"10-14";1;36
2020-05-26;"Feminino";"20-24";9;289
2020-05-26;"Feminino";"25-29";17;470
2020-05-26;"Feminino";"30-34";25;652
2020-05-26;"Feminino";"35-39";24;662
2020-05-26;"Feminino";"40-44";19;436
2020-05-26;"Feminino";"45-49";19;355
2020-05-26;"Feminino";"5-9";1;31
2020-05-26;"Feminino";"50-54";12;311
2020-05-26;"Feminino";"55-59";6;241
2020-05-26;"Feminino";"60-64";9;181
2020-05-26;"Feminino";"65-69";7;113
2020-05-26;"Feminino";"70-74";6;105
2020-05-26;"Feminino";"75-79";8;86
2020-05-26;"Feminino";"80-84";4;86
2020-05-26;"Feminino";"85-89";2;45
2020-05-26;"Feminino";"90-94";1;36
2020-05-26;"Feminino";"95-99";1;11
2020-05-26;"Masculino";"0-4";2;146
2020-05-26;"Masculino";"15-19";5;67
2020-05-26;"Masculino";"20-24";8;190
2020-05-26;"Masculino";"25-29";10;308
2020-05-26;"Masculino";"30-34";13;386
2020-05-26;"Masculino";"35-39";23;437
2020-05-26;"Masculino";"40-44";16;382
2020-05-26;"Masculino";"45-49";19;303
2020-05-26;"Masculino";"5-9";1;42
2020-05-26;"Masculino";"50-54";8;255
2020-05-26;"Masculino";"55-59";13;219
2020-05-26;"Masculino";"60-64";3;173
2020-05-26;"Masculino";"65-69";8;116
2020-05-26;"Masculino";"70-74";10;115
2020-05-26;"Masculino";"75-79";7;108
2020-05-26;"Masculino";"80-84";1;71
2020-05-26;"Masculino";"85-89";3;57
2020-05-26;"Masculino";"90-94";2;26
2020-05-26;"Masculino";"95-99";1;10
2020-05-27;"Feminino";"0-4";2;101
2020-05-27;"Feminino";"10-14";4;40
2020-05-27;"Feminino";"15-19";5;81
2020-05-27;"Feminino";"20-24";10;299
2020-05-27;"Feminino";"25-29";12;482
2020-05-27;"Feminino";"30-34";21;673
2020-05-27;"Feminino";"35-39";23;685
2020-05-27;"Feminino";"40-44";12;448
2020-05-27;"Feminino";"45-49";15;370
2020-05-27;"Feminino";"5-9";3;34
2020-05-27;"Feminino";"50-54";16;327
2020-05-27;"Feminino";"55-59";8;249
2020-05-27;"Feminino";"60-64";6;187
2020-05-27;"Feminino";"65-69";9;122
2020-05-27;"Feminino";"70-74";5;110
2020-05-27;"Feminino";"75-79";2;88
2020-05-27;"Feminino";"80-84";3;89
2020-05-27;"Feminino";"85-89";3;48
2020-05-27;"Feminino";"90-94";1;37
2020-05-27;"Masculino";"0-4";3;149
2020-05-27;"Masculino";"15-19";1;68
2020-05-27;"Masculino";"20-24";7;197
2020-05-27;"Masculino";"25-29";4;312
2020-05-27;"Masculino";"30-34";15;401
2020-05-27;"Masculino";"35-39";15;452
2020-05-27;"Masculino";"40-44";18;400
2020-05-27;"Masculino";"45-49";18;321
2020-05-27;"Masculino";"5-9";1;43
2020-05-27;"Masculino";"50-54";10;265
2020-05-27;"Masculino";"55-59";6;225
2020-05-27;"Masculino";"60-64";8;181
2020-05-27;"Masculino";"65-69";9;125
2020-05-27;"Masculino";"70-74";4;119
2020-05-27;"Masculino";"75-79";2;110
2020-05-27;"Masculino";"80-84";2;73
2020-05-27;"Masculino";"85-89";2;59
2020-05-27;"Masculino";"90-94";1;27
2020-05-28;"Feminino";"15-19";3;84
2020-05-28;"Feminino";"20-24";13;312
2020-05-28;"Feminino";"25-29";4;486
2020-05-28;"Feminino";"30-34";22;695
2020-05-28;"Feminino";"35-39";11;696
2020-05-28;"Feminino";"40-44";13;461
2020-05-28;"Feminino";"45-49";4;374
2020-05-28;"Feminino";"5-9";1;35
2020-05-28;"Feminino";"50-54";11;338
2020-05-28;"Feminino";"55-59";7;256
2020-05-28;"Feminino";"60-64";3;190
2020-05-28;"Feminino";"65-69";5;127
2020-05-28;"Feminino";"70-74";5;115
2020-05-28;"Feminino";"75-79";3;91
2020-05-28;"Feminino";"80-84";4;93
2020-05-28;"Feminino";"85-89";3;51
2020-05-28;"Masculino";"10-14";1;27
2020-05-28;"Masculino";"20-24";2;199
2020-05-28;"Masculino";"25-29";3;315
2020-05-28;"Masculino";"30-34";6;407
2020-05-28;"Masculino";"35-39";16;468
2020-05-28;"Masculino";"40-44";7;407
2020-05-28;"Masculino";"45-49";8;329
2020-05-28;"Masculino";"5-9";2;45
2020-05-28;"Masculino";"50-54";8;273
2020-05-28;"Masculino";"55-59";8;233
2020-05-28;"Masculino";"60-64";9;190
2020-05-28;"Masculino";"65-69";4;129
2020-05-28;"Masculino";"70-74";6;125
2020-05-28;"Masculino";"75-79";3;113
2020-05-28;"Masculino";"80-84";6;79
2020-05-28;"Masculino";"85-89";3;62
2020-05-29;"Feminino";"0-4";2;103
2020-05-29;"Feminino";"15-19";1;85
2020-05-29;"Feminino";"20-24";11;323
2020-05-29;"Feminino";"25-29";18;504
2020-05-29;"Feminino";"30-34";11;706
2020-05-29;"Feminino";"35-39";14;710
2020-05-29;"Feminino";"40-44";18;479
2020-05-29;"Feminino";"45-49";13;387
2020-05-29;"Feminino";"50-54";9;347
2020-05-29;"Feminino";"55-59";8;264
2020-05-29;"Feminino";"60-64";2;192
2020-05-29;"Feminino";"65-69";2;129
2020-05-29;"Feminino";"70-74";2;117
2020-05-29;"Feminino";"75-79";3;94
2020-05-29;"Feminino";"80-84";2;95
2020-05-29;"Feminino";"85-89";1;52
2020-05-29;"Feminino";"90-94";1;38
2020-05-29;"Masculino";"0-4";1;150
2020-05-29;"Masculino";"10-14";1;28
2020-05-29;"Masculino";"15-19";3;71
2020-05-29;"Masculino";"20-24";9;208
2020-05-29;"Masculino";"25-29";11;326
2020-05-29;"Masculino";"30-34";11;418
2020-05-29;"Masculino";"35-39";12;480
2020-05-29;"Masculino";"40-44";19;426
2020-05-29;"Masculino";"45-49";11;340
2020-05-29;"Masculino";"50-54";11;284
2020-05-29;"Masculino";"55-59";5;238
2020-05-29;"Masculino";"60-64";4;194
2020-05-29;"Masculino";"65-69";4;133
2020-05-29;"Masculino";"70-74";9;134
2020-05-29;"Masculino";"75-79";3;116
2020-05-29;"Masculino";"80-84";1;80
2020-05-29;"Masculino";"85-89";4;66
2020-05-29;"Masculino";"90-94";2;29
2020-05-30;"Feminino";"10-14";1;41
2020-05-30;"Feminino";"40-44";1;480
2020-05-30;"Feminino";"45-49";2;389
2020-05-30;"Feminino";"5-9";1;36
2020-05-30;"Feminino";"90-94";1;39
2020-05-30;"Masculino";"25-29";1;327
2020-05-30;"Masculino";"45-49";1;341
2020-05-30;"Masculino";"50-54";4;288
2020-06-01;"Feminino";"0-4";1;104
2020-06-01;"Feminino";"20-24";2;325
2020-06-01;"Feminino";"25-29";1;505
2020-06-01;"Feminino";"30-34";7;713
2020-06-01;"Feminino";"35-39";3;713
2020-06-01;"Feminino";"40-44";10;490
2020-06-01;"Feminino";"45-49";7;396
2020-06-01;"Feminino";"50-54";11;358
2020-06-01;"Feminino";"55-59";4;268
2020-06-01;"Feminino";"60-64";2;194
2020-06-01;"Feminino";"65-69";1;130
2020-06-01;"Feminino";"70-74";1;118
2020-06-01;"Feminino";"75-79";2;96
2020-06-01;"Feminino";"85-89";1;53
2020-06-01;"Masculino";"0-4";3;153
2020-06-01;"Masculino";"10-14";2;30
2020-06-01;"Masculino";"20-24";6;214
2020-06-01;"Masculino";"25-29";6;333
2020-06-01;"Masculino";"30-34";2;420
2020-06-01;"Masculino";"35-39";3;483
2020-06-01;"Masculino";"40-44";7;433
2020-06-01;"Masculino";"45-49";6;347
2020-06-01;"Masculino";"50-54";3;291
2020-06-01;"Masculino";"55-59";9;247
2020-06-01;"Masculino";"60-64";5;199
2020-06-01;"Masculino";"65-69";2;135
2020-06-01;"Masculino";"70-74";3;137
2020-06-01;"Masculino";"80-84";1;81
2020-06-01;"Masculino";"85-89";1;67
2020-06-01;"Masculino";"90-94";1;30
2020-06-02;"Feminino";"&gt;100";1;3
2020-06-02;"Feminino";"0-4";5;109
2020-06-02;"Feminino";"10-14";6;47
2020-06-02;"Feminino";"15-19";10;95
2020-06-02;"Feminino";"20-24";21;346
2020-06-02;"Feminino";"25-29";34;539
2020-06-02;"Feminino";"30-34";35;748
2020-06-02;"Feminino";"35-39";34;747
2020-06-02;"Feminino";"40-44";30;520
2020-06-02;"Feminino";"45-49";23;419
2020-06-02;"Feminino";"5-9";2;38
2020-06-02;"Feminino";"50-54";35;393
2020-06-02;"Feminino";"55-59";23;291
2020-06-02;"Feminino";"60-64";12;206
2020-06-02;"Feminino";"65-69";8;138
2020-06-02;"Feminino";"70-74";8;126
2020-06-02;"Feminino";"75-79";7;103
2020-06-02;"Feminino";"80-84";7;102
2020-06-02;"Feminino";"85-89";4;57
2020-06-02;"Feminino";"90-94";1;40
2020-06-02;"Masculino";"0-4";2;155
2020-06-02;"Masculino";"10-14";1;31
2020-06-02;"Masculino";"15-19";6;77
2020-06-02;"Masculino";"20-24";19;233
2020-06-02;"Masculino";"25-29";23;356
2020-06-02;"Masculino";"30-34";31;451
2020-06-02;"Masculino";"35-39";35;518
2020-06-02;"Masculino";"40-44";20;453
2020-06-02;"Masculino";"45-49";33;380
2020-06-02;"Masculino";"5-9";3;48
2020-06-02;"Masculino";"50-54";23;314
2020-06-02;"Masculino";"55-59";17;264
2020-06-02;"Masculino";"60-64";10;209
2020-06-02;"Masculino";"65-69";8;143
2020-06-02;"Masculino";"70-74";7;144
2020-06-02;"Masculino";"75-79";8;124
2020-06-02;"Masculino";"80-84";3;84
2020-06-02;"Masculino";"85-89";5;72
2020-06-02;"Masculino";"90-94";1;31
2020-06-03;"Feminino";"0-4";1;110
2020-06-03;"Feminino";"20-24";3;349
2020-06-03;"Feminino";"25-29";3;542
2020-06-03;"Feminino";"30-34";10;758
2020-06-03;"Feminino";"35-39";2;749
2020-06-03;"Feminino";"40-44";3;523
2020-06-03;"Feminino";"45-49";4;423
2020-06-03;"Feminino";"50-54";2;395
2020-06-03;"Feminino";"55-59";1;292
2020-06-03;"Feminino";"60-64";4;210
2020-06-03;"Feminino";"65-69";1;139
2020-06-03;"Feminino";"70-74";1;127
2020-06-03;"Feminino";"75-79";2;105
2020-06-03;"Masculino";"0-4";3;158
2020-06-03;"Masculino";"10-14";1;32
2020-06-03;"Masculino";"15-19";1;78
2020-06-03;"Masculino";"25-29";1;357
2020-06-03;"Masculino";"30-34";3;454
2020-06-03;"Masculino";"35-39";5;523
2020-06-03;"Masculino";"40-44";2;455
2020-06-03;"Masculino";"45-49";1;381
2020-06-03;"Masculino";"50-54";2;316
2020-06-03;"Masculino";"55-59";3;267
2020-06-03;"Masculino";"60-64";2;211
2020-06-03;"Masculino";"65-69";1;144
2020-06-03;"Masculino";"70-74";1;145
2020-06-03;"Masculino";"75-79";1;125
2020-06-03;"Masculino";"80-84";2;86
2020-06-03;"Masculino";"85-89";1;73
2020-06-04;"Feminino";"25-29";1;543
2020-06-04;"Feminino";"30-34";1;759
2020-06-04;"Feminino";"35-39";2;751
2020-06-04;"Feminino";"40-44";2;525
2020-06-04;"Feminino";"45-49";1;424
2020-06-04;"Feminino";"50-54";2;397
2020-06-04;"Feminino";"55-59";1;293
2020-06-04;"Feminino";"65-69";1;140
2020-06-04;"Feminino";"70-74";1;128
2020-06-04;"Feminino";"75-79";2;107
2020-06-04;"Feminino";"80-84";1;103
2020-06-04;"Feminino";"85-89";2;59
2020-06-04;"Masculino";"35-39";2;525
2020-06-04;"Masculino";"40-44";2;457
2020-06-04;"Masculino";"55-59";1;268
2020-06-04;"Masculino";"65-69";2;146
2020-06-04;"Masculino";"80-84";2;88
2020-06-05;"Feminino";"0-4";1;111
2020-06-05;"Feminino";"15-19";1;96
2020-06-05;"Feminino";"20-24";2;351
2020-06-05;"Feminino";"25-29";2;545
2020-06-05;"Feminino";"30-34";2;761
2020-06-05;"Feminino";"35-39";3;754
2020-06-05;"Feminino";"40-44";2;527
2020-06-05;"Feminino";"45-49";2;426
2020-06-05;"Feminino";"5-9";1;39
2020-06-05;"Feminino";"50-54";3;400
2020-06-05;"Feminino";"55-59";2;295
2020-06-05;"Feminino";"60-64";2;212
2020-06-05;"Feminino";"70-74";2;130
2020-06-05;"Feminino";"75-79";2;109
2020-06-05;"Feminino";"80-84";2;105
2020-06-05;"Feminino";"85-89";1;60
2020-06-05;"Feminino";"90-94";1;41
2020-06-05;"Feminino";"95-99";1;12
2020-06-05;"Masculino";"0-4";1;159
2020-06-05;"Masculino";"20-24";1;234
2020-06-05;"Masculino";"25-29";1;358
2020-06-05;"Masculino";"30-34";4;458
2020-06-05;"Masculino";"35-39";2;527
2020-06-05;"Masculino";"40-44";2;459
2020-06-05;"Masculino";"50-54";3;319
2020-06-05;"Masculino";"60-64";1;212
2020-06-05;"Masculino";"70-74";3;148
2020-06-05;"Masculino";"80-84";1;89
2020-06-06;"Feminino";"20-24";1;352
2020-06-06;"Feminino";"25-29";1;546
2020-06-06;"Feminino";"30-34";1;762
2020-06-06;"Feminino";"40-44";1;528
2020-06-06;"Feminino";"45-49";2;428
2020-06-06;"Feminino";"50-54";2;402
2020-06-06;"Feminino";"60-64";1;213
2020-06-06;"Feminino";"65-69";1;141
2020-06-06;"Masculino";"&gt;100";1;3
2020-06-06;"Masculino";"35-39";1;528
2020-06-06;"Masculino";"40-44";2;461
2020-06-06;"Masculino";"50-54";2;321
2020-06-06;"Masculino";"55-59";2;270
2020-06-06;"Masculino";"65-69";2;148
2020-06-06;"Masculino";"75-79";1;126
2020-06-08;"Feminino";"&gt;100";1;4
2020-06-08;"Feminino";"0-4";2;113
2020-06-08;"Feminino";"20-24";4;356
2020-06-08;"Feminino";"25-29";9;555
2020-06-08;"Feminino";"30-34";7;769
2020-06-08;"Feminino";"35-39";8;762
2020-06-08;"Feminino";"40-44";8;536
2020-06-08;"Feminino";"45-49";5;433
2020-06-08;"Feminino";"50-54";5;407
2020-06-08;"Feminino";"55-59";3;298
2020-06-08;"Feminino";"60-64";3;216
2020-06-08;"Feminino";"65-69";5;146
2020-06-08;"Feminino";"75-79";1;110
2020-06-08;"Feminino";"85-89";1;61
2020-06-08;"Masculino";"0-4";4;163
2020-06-08;"Masculino";"15-19";1;79
2020-06-08;"Masculino";"20-24";7;241
2020-06-08;"Masculino";"25-29";3;361
2020-06-08;"Masculino";"30-34";8;466
2020-06-08;"Masculino";"35-39";6;534
2020-06-08;"Masculino";"40-44";5;466
2020-06-08;"Masculino";"45-49";7;388
2020-06-08;"Masculino";"5-9";1;49
2020-06-08;"Masculino";"50-54";7;328
2020-06-08;"Masculino";"60-64";3;215
2020-06-08;"Masculino";"65-69";1;149
2020-06-08;"Masculino";"70-74";1;149
2020-06-08;"Masculino";"75-79";1;127
2020-06-08;"Masculino";"85-89";1;74
2020-06-09;"Feminino";"20-24";1;357
2020-06-09;"Feminino";"25-29";3;558
2020-06-09;"Feminino";"30-34";3;772
2020-06-09;"Feminino";"35-39";6;768
2020-06-09;"Feminino";"40-44";1;537
2020-06-09;"Feminino";"50-54";2;409
2020-06-09;"Feminino";"55-59";3;301
2020-06-09;"Feminino";"60-64";1;217
2020-06-09;"Feminino";"65-69";2;148
2020-06-09;"Feminino";"85-89";3;64
2020-06-09;"Masculino";"15-19";2;81
2020-06-09;"Masculino";"30-34";2;468
2020-06-09;"Masculino";"35-39";2;536
2020-06-09;"Masculino";"40-44";2;468
2020-06-09;"Masculino";"45-49";3;391
2020-06-09;"Masculino";"60-64";1;216
2020-06-09;"Masculino";"70-74";1;150
2020-06-09;"Masculino";"75-79";2;129
2020-06-09;"Masculino";"80-84";1;90
2020-06-09;"Masculino";"90-94";1;32
2020-06-10;"Feminino";"0-4";1;114
2020-06-10;"Feminino";"10-14";2;49
2020-06-10;"Feminino";"20-24";4;361
2020-06-10;"Feminino";"25-29";6;564
2020-06-10;"Feminino";"30-34";9;781
2020-06-10;"Feminino";"35-39";8;776
2020-06-10;"Feminino";"40-44";7;544
2020-06-10;"Feminino";"45-49";8;441
2020-06-10;"Feminino";"5-9";1;40
2020-06-10;"Feminino";"50-54";12;421
2020-06-10;"Feminino";"55-59";4;305
2020-06-10;"Feminino";"65-69";5;153
2020-06-10;"Feminino";"70-74";2;132
2020-06-10;"Feminino";"75-79";1;111
2020-06-10;"Feminino";"80-84";2;107
2020-06-10;"Masculino";"0-4";2;165
2020-06-10;"Masculino";"20-24";6;247
2020-06-10;"Masculino";"25-29";2;363
2020-06-10;"Masculino";"30-34";4;472
2020-06-10;"Masculino";"35-39";8;544
2020-06-10;"Masculino";"40-44";3;471
2020-06-10;"Masculino";"45-49";2;393
2020-06-10;"Masculino";"50-54";2;330
2020-06-10;"Masculino";"55-59";2;272
2020-06-10;"Masculino";"60-64";6;222
2020-06-10;"Masculino";"65-69";5;154
2020-06-10;"Masculino";"70-74";1;151
2020-06-10;"Masculino";"75-79";1;130
2020-06-10;"Masculino";"80-84";3;93
2020-06-10;"Masculino";"85-89";1;75
2020-06-11;"Feminino";"10-14";3;52
2020-06-11;"Feminino";"15-19";6;102
2020-06-11;"Feminino";"20-24";7;368
2020-06-11;"Feminino";"25-29";24;588
2020-06-11;"Feminino";"30-34";18;799
2020-06-11;"Feminino";"35-39";25;801
2020-06-11;"Feminino";"40-44";19;563
2020-06-11;"Feminino";"45-49";18;459
2020-06-11;"Feminino";"5-9";2;42
2020-06-11;"Feminino";"50-54";20;441
2020-06-11;"Feminino";"55-59";4;309
2020-06-11;"Feminino";"60-64";7;224
2020-06-11;"Feminino";"65-69";15;168
2020-06-11;"Feminino";"70-74";5;137
2020-06-11;"Feminino";"75-79";5;116
