"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-06-16;"Feminino";"35-39";8;316
2020-06-16;"Feminino";"40-44";12;221
2020-06-16;"Feminino";"45-49";11;210
2020-06-16;"Feminino";"50-54";14;189
2020-06-16;"Feminino";"55-59";6;154
2020-06-16;"Feminino";"60-64";8;119
2020-06-16;"Feminino";"65-69";7;87
2020-06-16;"Feminino";"70-74";3;78
2020-06-16;"Feminino";"75-79";1;61
2020-06-16;"Feminino";"80-84";1;51
2020-06-16;"Feminino";"85-89";1;24
2020-06-16;"Masculino";"15-19";1;16
2020-06-16;"Masculino";"20-24";9;101
2020-06-16;"Masculino";"25-29";10;169
2020-06-16;"Masculino";"30-34";12;216
2020-06-16;"Masculino";"35-39";12;293
2020-06-16;"Masculino";"40-44";10;248
2020-06-16;"Masculino";"45-49";9;238
2020-06-16;"Masculino";"50-54";6;187
2020-06-16;"Masculino";"55-59";6;151
2020-06-16;"Masculino";"60-64";6;129
2020-06-16;"Masculino";"65-69";5;97
2020-06-16;"Masculino";"70-74";10;94
2020-06-16;"Masculino";"75-79";3;51
2020-06-16;"Masculino";"80-84";4;44
2020-06-16;"Masculino";"85-89";1;41
2020-06-17;"Feminino";"10-14";2;9
2020-06-17;"Feminino";"15-19";7;40
2020-06-17;"Feminino";"20-24";5;110
2020-06-17;"Feminino";"25-29";9;193
2020-06-17;"Feminino";"30-34";16;287
2020-06-17;"Feminino";"35-39";9;325
2020-06-17;"Feminino";"40-44";12;233
2020-06-17;"Feminino";"45-49";7;217
2020-06-17;"Feminino";"50-54";8;197
2020-06-17;"Feminino";"55-59";8;162
2020-06-17;"Feminino";"60-64";3;122
2020-06-17;"Feminino";"65-69";3;90
2020-06-17;"Feminino";"70-74";6;84
2020-06-17;"Feminino";"75-79";6;67
2020-06-17;"Feminino";"80-84";3;54
2020-06-17;"Feminino";"85-89";1;25
2020-06-17;"Feminino";"90-94";1;15
2020-06-17;"Masculino";"0-4";1;24
2020-06-17;"Masculino";"10-14";2;6
2020-06-17;"Masculino";"15-19";2;18
2020-06-17;"Masculino";"20-24";3;104
2020-06-17;"Masculino";"25-29";12;181
2020-06-17;"Masculino";"30-34";7;223
2020-06-17;"Masculino";"35-39";11;304
2020-06-17;"Masculino";"40-44";8;256
2020-06-17;"Masculino";"45-49";4;242
2020-06-17;"Masculino";"5-9";1;9
2020-06-17;"Masculino";"50-54";1;188
2020-06-17;"Masculino";"55-59";13;164
2020-06-17;"Masculino";"60-64";9;138
2020-06-17;"Masculino";"65-69";2;99
2020-06-17;"Masculino";"70-74";3;97
2020-06-17;"Masculino";"75-79";2;53
2020-06-17;"Masculino";"80-84";4;48
2020-06-17;"Masculino";"85-89";2;43
2020-06-17;"Masculino";"90-94";1;13
2020-06-18;"Feminino";"10-14";1;10
2020-06-18;"Feminino";"15-19";6;46
2020-06-18;"Feminino";"20-24";8;118
2020-06-18;"Feminino";"25-29";25;218
2020-06-18;"Feminino";"30-34";12;299
2020-06-18;"Feminino";"35-39";27;352
2020-06-18;"Feminino";"40-44";27;260
2020-06-18;"Feminino";"45-49";13;230
2020-06-18;"Feminino";"50-54";17;214
2020-06-18;"Feminino";"55-59";16;178
2020-06-18;"Feminino";"60-64";6;128
2020-06-18;"Feminino";"65-69";8;98
2020-06-18;"Feminino";"70-74";8;92
2020-06-18;"Feminino";"75-79";8;75
2020-06-18;"Feminino";"80-84";3;57
2020-06-18;"Feminino";"85-89";2;27
2020-06-18;"Feminino";"90-94";4;19
2020-06-18;"Masculino";"0-4";1;25
2020-06-18;"Masculino";"15-19";5;23
2020-06-18;"Masculino";"20-24";12;116
2020-06-18;"Masculino";"25-29";10;191
2020-06-18;"Masculino";"30-34";17;240
2020-06-18;"Masculino";"35-39";30;334
2020-06-18;"Masculino";"40-44";25;281
2020-06-18;"Masculino";"45-49";25;267
2020-06-18;"Masculino";"50-54";18;206
2020-06-18;"Masculino";"55-59";15;179
2020-06-18;"Masculino";"60-64";21;159
2020-06-18;"Masculino";"65-69";6;105
2020-06-18;"Masculino";"70-74";10;107
2020-06-18;"Masculino";"75-79";5;58
2020-06-18;"Masculino";"80-84";5;53
2020-06-18;"Masculino";"85-89";5;48
2020-06-18;"Masculino";"90-94";1;14
2020-06-19;"Feminino";"10-14";1;11
2020-06-19;"Feminino";"20-24";5;123
2020-06-19;"Feminino";"30-34";5;304
2020-06-19;"Feminino";"35-39";6;358
2020-06-19;"Feminino";"40-44";4;264
2020-06-19;"Feminino";"45-49";3;233
2020-06-19;"Feminino";"50-54";5;219
2020-06-19;"Feminino";"55-59";3;181
2020-06-19;"Feminino";"60-64";1;129
2020-06-19;"Feminino";"65-69";5;103
2020-06-19;"Feminino";"70-74";1;93
2020-06-19;"Feminino";"75-79";2;77
2020-06-19;"Feminino";"80-84";1;58
2020-06-19;"Feminino";"90-94";2;21
2020-06-19;"Masculino";"15-19";1;24
2020-06-19;"Masculino";"20-24";2;118
2020-06-19;"Masculino";"25-29";4;195
2020-06-19;"Masculino";"30-34";7;247
2020-06-19;"Masculino";"35-39";5;339
2020-06-19;"Masculino";"40-44";2;283
2020-06-19;"Masculino";"45-49";4;271
2020-06-19;"Masculino";"50-54";7;213
2020-06-19;"Masculino";"55-59";1;180
2020-06-19;"Masculino";"60-64";2;161
2020-06-19;"Masculino";"65-69";2;107
2020-06-19;"Masculino";"70-74";2;109
2020-06-19;"Masculino";"75-79";1;59
2020-06-19;"Masculino";"80-84";1;54
2020-06-19;"Masculino";"85-89";2;50
2020-06-20;"Feminino";"15-19";1;47
2020-06-20;"Feminino";"20-24";4;127
2020-06-20;"Feminino";"25-29";2;220
2020-06-20;"Feminino";"30-34";7;311
2020-06-20;"Feminino";"35-39";8;366
2020-06-20;"Feminino";"40-44";12;276
2020-06-20;"Feminino";"45-49";7;240
2020-06-20;"Feminino";"50-54";7;226
2020-06-20;"Feminino";"55-59";8;189
2020-06-20;"Feminino";"60-64";4;133
2020-06-20;"Feminino";"65-69";2;105
2020-06-20;"Feminino";"70-74";2;95
2020-06-20;"Feminino";"80-84";1;59
2020-06-20;"Masculino";"15-19";1;25
2020-06-20;"Masculino";"20-24";2;120
2020-06-20;"Masculino";"25-29";4;199
2020-06-20;"Masculino";"30-34";2;249
2020-06-20;"Masculino";"35-39";3;342
2020-06-20;"Masculino";"40-44";10;293
2020-06-20;"Masculino";"45-49";8;279
2020-06-20;"Masculino";"50-54";6;219
2020-06-20;"Masculino";"55-59";3;183
2020-06-20;"Masculino";"60-64";3;164
2020-06-20;"Masculino";"70-74";6;115
2020-06-20;"Masculino";"75-79";1;60
2020-06-20;"Masculino";"85-89";1;51
2020-06-20;"Masculino";"90-94";1;15
2020-06-21;"Feminino";"20-24";1;128
2020-06-21;"Feminino";"35-39";1;367
2020-06-21;"Feminino";"45-49";1;241
2020-06-21;"Feminino";"50-54";1;227
2020-06-21;"Feminino";"55-59";1;190
2020-06-21;"Masculino";"20-24";1;121
2020-06-21;"Masculino";"40-44";1;294
2020-06-21;"Masculino";"45-49";3;282
2020-06-21;"Masculino";"50-54";1;220
2020-06-21;"Masculino";"60-64";1;165
2020-06-22;"Feminino";"15-19";3;50
2020-06-22;"Feminino";"20-24";2;130
2020-06-22;"Feminino";"25-29";4;224
2020-06-22;"Feminino";"30-34";6;317
2020-06-22;"Feminino";"35-39";10;377
2020-06-22;"Feminino";"40-44";6;282
2020-06-22;"Feminino";"45-49";7;248
2020-06-22;"Feminino";"50-54";6;233
2020-06-22;"Feminino";"55-59";4;194
2020-06-22;"Feminino";"60-64";7;140
2020-06-22;"Feminino";"65-69";1;106
2020-06-22;"Feminino";"70-74";3;98
2020-06-22;"Feminino";"75-79";1;78
2020-06-22;"Feminino";"80-84";1;60
2020-06-22;"Feminino";"90-94";1;22
2020-06-22;"Feminino";"95-99";1;4
2020-06-22;"Masculino";"15-19";1;26
2020-06-22;"Masculino";"20-24";2;123
2020-06-22;"Masculino";"25-29";4;203
2020-06-22;"Masculino";"30-34";4;253
2020-06-22;"Masculino";"35-39";9;351
2020-06-22;"Masculino";"40-44";7;301
2020-06-22;"Masculino";"45-49";3;285
2020-06-22;"Masculino";"50-54";3;223
2020-06-22;"Masculino";"55-59";2;185
2020-06-22;"Masculino";"60-64";3;168
2020-06-22;"Masculino";"65-69";4;111
2020-06-22;"Masculino";"70-74";1;116
2020-06-22;"Masculino";"75-79";4;64
2020-06-22;"Masculino";"80-84";1;55
2020-06-22;"Masculino";"85-89";4;55
2020-06-22;"Masculino";"95-99";1;3
2020-06-23;"Feminino";"0-4";1;15
2020-06-23;"Feminino";"15-19";3;53
2020-06-23;"Feminino";"20-24";4;134
2020-06-23;"Feminino";"25-29";10;234
2020-06-23;"Feminino";"30-34";18;335
2020-06-23;"Feminino";"35-39";8;385
2020-06-23;"Feminino";"40-44";19;301
2020-06-23;"Feminino";"45-49";14;262
2020-06-23;"Feminino";"50-54";10;243
2020-06-23;"Feminino";"55-59";5;199
2020-06-23;"Feminino";"60-64";13;153
2020-06-23;"Feminino";"65-69";7;113
2020-06-23;"Feminino";"70-74";8;106
2020-06-23;"Feminino";"75-79";4;82
2020-06-23;"Feminino";"80-84";7;67
2020-06-23;"Masculino";"0-4";2;27
2020-06-23;"Masculino";"15-19";3;29
2020-06-23;"Masculino";"20-24";7;130
2020-06-23;"Masculino";"25-29";10;213
2020-06-23;"Masculino";"30-34";8;261
2020-06-23;"Masculino";"35-39";15;366
2020-06-23;"Masculino";"40-44";15;316
2020-06-23;"Masculino";"45-49";13;298
2020-06-23;"Masculino";"50-54";6;229
2020-06-23;"Masculino";"55-59";6;191
2020-06-23;"Masculino";"60-64";8;176
2020-06-23;"Masculino";"65-69";2;113
2020-06-23;"Masculino";"70-74";6;122
2020-06-23;"Masculino";"75-79";1;65
2020-06-23;"Masculino";"80-84";2;57
2020-06-23;"Masculino";"85-89";4;59
2020-06-23;"Masculino";"90-94";1;16
2020-06-24;"Feminino";"0-4";2;17
2020-06-24;"Feminino";"20-24";1;135
2020-06-24;"Feminino";"25-29";1;235
2020-06-24;"Feminino";"35-39";1;386
2020-06-24;"Feminino";"40-44";1;302
2020-06-24;"Feminino";"60-64";1;154
2020-06-24;"Masculino";"0-4";2;29
2020-06-24;"Masculino";"20-24";1;131
2020-06-24;"Masculino";"30-34";1;262
2020-06-24;"Masculino";"35-39";1;367
2020-06-24;"Masculino";"40-44";1;317
2020-06-24;"Masculino";"45-49";1;299
2020-06-24;"Masculino";"50-54";1;230
2020-06-24;"Masculino";"55-59";1;192
2020-06-24;"Masculino";"70-74";1;123
2020-06-24;"Masculino";"90-94";1;17
2020-06-25;"Feminino";"0-4";1;18
2020-06-25;"Feminino";"15-19";4;57
2020-06-25;"Feminino";"20-24";4;139
2020-06-25;"Feminino";"25-29";8;243
2020-06-25;"Feminino";"30-34";20;355
2020-06-25;"Feminino";"35-39";17;403
2020-06-25;"Feminino";"40-44";9;311
2020-06-25;"Feminino";"45-49";8;270
2020-06-25;"Feminino";"5-9";1;6
2020-06-25;"Feminino";"50-54";3;246
2020-06-25;"Feminino";"55-59";8;207
2020-06-25;"Feminino";"60-64";6;160
2020-06-25;"Feminino";"65-69";7;120
2020-06-25;"Feminino";"70-74";4;110
2020-06-25;"Feminino";"75-79";6;88
2020-06-25;"Feminino";"80-84";2;69
2020-06-25;"Feminino";"85-89";2;29
2020-06-25;"Feminino";"95-99";1;5
2020-06-25;"Masculino";"0-4";2;31
2020-06-25;"Masculino";"10-14";1;7
2020-06-25;"Masculino";"15-19";3;32
2020-06-25;"Masculino";"20-24";4;135
2020-06-25;"Masculino";"25-29";8;221
2020-06-25;"Masculino";"30-34";6;268
2020-06-25;"Masculino";"35-39";8;375
2020-06-25;"Masculino";"40-44";6;323
2020-06-25;"Masculino";"45-49";8;307
2020-06-25;"Masculino";"5-9";2;11
2020-06-25;"Masculino";"50-54";5;235
2020-06-25;"Masculino";"55-59";7;199
2020-06-25;"Masculino";"60-64";6;182
2020-06-25;"Masculino";"65-69";1;114
2020-06-25;"Masculino";"70-74";5;128
2020-06-25;"Masculino";"75-79";1;66
2020-06-25;"Masculino";"80-84";3;60
2020-06-26;"Feminino";"10-14";2;13
2020-06-26;"Feminino";"15-19";3;60
2020-06-26;"Feminino";"20-24";6;145
2020-06-26;"Feminino";"25-29";8;251
2020-06-26;"Feminino";"30-34";10;365
2020-06-26;"Feminino";"35-39";12;415
2020-06-26;"Feminino";"40-44";10;321
2020-06-26;"Feminino";"45-49";6;276
2020-06-26;"Feminino";"50-54";6;252
2020-06-26;"Feminino";"55-59";8;215
2020-06-26;"Feminino";"60-64";6;166
2020-06-26;"Feminino";"65-69";3;123
2020-06-26;"Feminino";"70-74";4;114
2020-06-26;"Feminino";"75-79";2;90
2020-06-26;"Feminino";"80-84";3;72
2020-06-26;"Feminino";"85-89";4;33
2020-06-26;"Feminino";"90-94";1;23
2020-06-26;"Masculino";"10-14";2;9
2020-06-26;"Masculino";"20-24";3;138
2020-06-26;"Masculino";"25-29";1;222
2020-06-26;"Masculino";"30-34";12;280
2020-06-26;"Masculino";"35-39";6;381
2020-06-26;"Masculino";"40-44";12;335
2020-06-26;"Masculino";"45-49";6;313
2020-06-26;"Masculino";"50-54";4;239
2020-06-26;"Masculino";"55-59";2;201
2020-06-26;"Masculino";"60-64";5;187
2020-06-26;"Masculino";"65-69";3;117
2020-06-26;"Masculino";"75-79";1;67
2020-06-26;"Masculino";"80-84";2;62
2020-06-26;"Masculino";"90-94";1;18
2020-06-27;"Feminino";"15-19";2;62
2020-06-27;"Feminino";"20-24";3;148
2020-06-27;"Feminino";"25-29";1;252
2020-06-27;"Feminino";"30-34";7;372
2020-06-27;"Feminino";"35-39";2;417
2020-06-27;"Feminino";"40-44";4;325
2020-06-27;"Feminino";"50-54";4;256
2020-06-27;"Feminino";"55-59";3;218
2020-06-27;"Feminino";"60-64";2;168
2020-06-27;"Feminino";"65-69";1;124
2020-06-27;"Feminino";"70-74";2;116
2020-06-27;"Feminino";"75-79";2;92
2020-06-27;"Feminino";"80-84";1;73
2020-06-27;"Masculino";"20-24";1;139
2020-06-27;"Masculino";"30-34";1;281
2020-06-27;"Masculino";"35-39";1;382
2020-06-27;"Masculino";"40-44";1;336
2020-06-27;"Masculino";"45-49";3;316
2020-06-27;"Masculino";"50-54";1;240
2020-06-27;"Masculino";"55-59";1;202
2020-06-27;"Masculino";"60-64";1;188
2020-06-27;"Masculino";"70-74";3;131
2020-06-27;"Masculino";"75-79";2;69
2020-06-29;"Feminino";"15-19";4;66
2020-06-29;"Feminino";"20-24";5;153
2020-06-29;"Feminino";"25-29";8;260
2020-06-29;"Feminino";"30-34";11;383
2020-06-29;"Feminino";"35-39";7;424
2020-06-29;"Feminino";"40-44";8;333
2020-06-29;"Feminino";"45-49";8;284
2020-06-29;"Feminino";"50-54";6;262
2020-06-29;"Feminino";"55-59";6;224
2020-06-29;"Feminino";"60-64";7;175
2020-06-29;"Feminino";"65-69";5;129
2020-06-29;"Feminino";"70-74";5;121
2020-06-29;"Feminino";"75-79";1;93
2020-06-29;"Feminino";"90-94";1;24
2020-06-29;"Masculino";"15-19";1;33
2020-06-29;"Masculino";"20-24";3;142
2020-06-29;"Masculino";"25-29";12;234
2020-06-29;"Masculino";"30-34";5;286
2020-06-29;"Masculino";"35-39";6;388
2020-06-29;"Masculino";"40-44";7;343
2020-06-29;"Masculino";"45-49";8;324
2020-06-29;"Masculino";"50-54";5;245
2020-06-29;"Masculino";"55-59";4;206
2020-06-29;"Masculino";"60-64";3;191
2020-06-29;"Masculino";"65-69";2;119
2020-06-29;"Masculino";"70-74";1;132
2020-06-29;"Masculino";"80-84";1;63
2020-06-29;"Masculino";"85-89";1;60
2020-06-29;"Masculino";"90-94";1;19
2020-06-30;"Feminino";"0-4";2;20
2020-06-30;"Feminino";"10-14";1;14
2020-06-30;"Feminino";"15-19";1;67
2020-06-30;"Feminino";"20-24";9;162
2020-06-30;"Feminino";"25-29";6;266
2020-06-30;"Feminino";"30-34";10;393
2020-06-30;"Feminino";"35-39";14;438
2020-06-30;"Feminino";"40-44";10;343
2020-06-30;"Feminino";"45-49";7;291
2020-06-30;"Feminino";"50-54";6;268
2020-06-30;"Feminino";"55-59";11;235
2020-06-30;"Feminino";"60-64";5;180
2020-06-30;"Feminino";"70-74";3;124
2020-06-30;"Feminino";"75-79";2;95
2020-06-30;"Feminino";"80-84";1;74
2020-06-30;"Feminino";"85-89";1;34
2020-06-30;"Masculino";"20-24";5;147
2020-06-30;"Masculino";"25-29";8;242
2020-06-30;"Masculino";"30-34";5;291
2020-06-30;"Masculino";"35-39";3;391
2020-06-30;"Masculino";"40-44";11;354
2020-06-30;"Masculino";"45-49";9;333
2020-06-30;"Masculino";"5-9";1;12
2020-06-30;"Masculino";"50-54";3;248
2020-06-30;"Masculino";"55-59";4;210
2020-06-30;"Masculino";"60-64";6;197
2020-06-30;"Masculino";"65-69";4;123
2020-06-30;"Masculino";"70-74";3;135
2020-06-30;"Masculino";"75-79";1;70
2020-06-30;"Masculino";"95-99";1;4
2020-07-01;"Feminino";"15-19";1;68
2020-07-01;"Feminino";"20-24";2;164
2020-07-01;"Feminino";"25-29";5;271
2020-07-01;"Feminino";"30-34";4;397
2020-07-01;"Feminino";"35-39";3;441
2020-07-01;"Feminino";"40-44";6;349
2020-07-01;"Feminino";"45-49";6;297
2020-07-01;"Feminino";"50-54";1;269
2020-07-01;"Feminino";"55-59";5;240
2020-07-01;"Feminino";"60-64";4;184
2020-07-01;"Feminino";"65-69";1;130
2020-07-01;"Feminino";"70-74";1;125
2020-07-01;"Feminino";"75-79";1;96
2020-07-01;"Feminino";"80-84";1;75
2020-07-01;"Feminino";"90-94";1;25
2020-07-01;"Masculino";"15-19";1;34
2020-07-01;"Masculino";"20-24";2;149
2020-07-01;"Masculino";"25-29";2;244
2020-07-01;"Masculino";"30-34";4;295
2020-07-01;"Masculino";"35-39";5;396
2020-07-01;"Masculino";"40-44";5;359
2020-07-01;"Masculino";"45-49";3;336
2020-07-01;"Masculino";"50-54";5;253
2020-07-01;"Masculino";"55-59";3;213
2020-07-01;"Masculino";"60-64";1;198
2020-07-01;"Masculino";"65-69";3;126
2020-07-01;"Masculino";"70-74";1;136
2020-07-01;"Masculino";"75-79";1;71
2020-07-01;"Masculino";"80-84";1;64
2020-07-01;"Masculino";"85-89";1;61
2020-07-02;"Feminino";"0-4";1;21
2020-07-02;"Feminino";"10-14";1;15
2020-07-02;"Feminino";"15-19";1;69
2020-07-02;"Feminino";"20-24";13;177
2020-07-02;"Feminino";"25-29";11;282
2020-07-02;"Feminino";"30-34";19;416
2020-07-02;"Feminino";"35-39";14;455
2020-07-02;"Feminino";"40-44";17;366
2020-07-02;"Feminino";"45-49";13;310
2020-07-02;"Feminino";"5-9";1;7
2020-07-02;"Feminino";"50-54";12;281
2020-07-02;"Feminino";"55-59";10;250
2020-07-02;"Feminino";"60-64";6;190
2020-07-02;"Feminino";"65-69";5;135
2020-07-02;"Feminino";"70-74";8;133
2020-07-02;"Feminino";"75-79";2;98
2020-07-02;"Feminino";"80-84";2;77
2020-07-02;"Feminino";"85-89";3;37
2020-07-02;"Feminino";"90-94";1;26
2020-07-02;"Masculino";"15-19";3;37
2020-07-02;"Masculino";"20-24";6;155
2020-07-02;"Masculino";"25-29";14;258
2020-07-02;"Masculino";"30-34";14;309
2020-07-02;"Masculino";"35-39";10;406
2020-07-02;"Masculino";"40-44";10;369
2020-07-02;"Masculino";"45-49";10;346
2020-07-02;"Masculino";"5-9";1;13
2020-07-02;"Masculino";"50-54";8;261
2020-07-02;"Masculino";"55-59";10;223
2020-07-02;"Masculino";"60-64";8;206
2020-07-02;"Masculino";"65-69";4;130
2020-07-02;"Masculino";"70-74";5;141
2020-07-02;"Masculino";"75-79";4;75
2020-07-02;"Masculino";"80-84";7;71
2020-07-02;"Masculino";"85-89";4;65
2020-07-02;"Masculino";"90-94";1;20
2020-07-03;"Feminino";"10-14";1;16
2020-07-03;"Feminino";"20-24";5;182
2020-07-03;"Feminino";"25-29";8;290
2020-07-03;"Feminino";"30-34";6;422
2020-07-03;"Feminino";"35-39";6;461
2020-07-03;"Feminino";"40-44";5;371
2020-07-03;"Feminino";"45-49";5;315
2020-07-03;"Feminino";"50-54";4;285
2020-07-03;"Feminino";"55-59";5;255
2020-07-03;"Feminino";"60-64";6;196
2020-07-03;"Feminino";"65-69";1;136
2020-07-03;"Feminino";"70-74";1;134
2020-07-03;"Feminino";"75-79";1;99
2020-07-03;"Feminino";"80-84";2;79
2020-07-03;"Feminino";"85-89";1;38
2020-07-03;"Masculino";"15-19";1;38
2020-07-03;"Masculino";"20-24";4;159
2020-07-03;"Masculino";"25-29";1;259
2020-07-03;"Masculino";"30-34";2;311
2020-07-03;"Masculino";"35-39";6;412
2020-07-03;"Masculino";"40-44";8;377
2020-07-03;"Masculino";"45-49";1;347
2020-07-03;"Masculino";"50-54";2;263
2020-07-03;"Masculino";"55-59";3;226
2020-07-03;"Masculino";"60-64";5;211
2020-07-03;"Masculino";"65-69";1;131
2020-07-03;"Masculino";"70-74";3;144
2020-07-03;"Masculino";"75-79";2;77
2020-07-03;"Masculino";"80-84";2;73
2020-07-03;"Masculino";"85-89";3;68
2020-07-03;"Masculino";"90-94";1;21
2020-07-04;"Feminino";"0-4";1;22
2020-07-04;"Feminino";"15-19";1;70
2020-07-04;"Feminino";"20-24";7;189
2020-07-04;"Feminino";"25-29";5;295
2020-07-04;"Feminino";"30-34";3;425
2020-07-04;"Feminino";"35-39";5;466
2020-07-04;"Feminino";"40-44";6;377
2020-07-04;"Feminino";"45-49";6;321
2020-07-04;"Feminino";"5-9";1;8
2020-07-04;"Feminino";"50-54";7;292
2020-07-04;"Feminino";"55-59";3;258
2020-07-04;"Feminino";"60-64";7;203
2020-07-04;"Feminino";"65-69";5;141
2020-07-04;"Feminino";"70-74";5;139
2020-07-04;"Feminino";"75-79";1;100
2020-07-04;"Feminino";"80-84";1;80
2020-07-04;"Feminino";"85-89";2;40
2020-07-04;"Masculino";"15-19";3;41
2020-07-04;"Masculino";"20-24";4;163
2020-07-04;"Masculino";"25-29";4;263
2020-07-04;"Masculino";"30-34";6;317
2020-07-04;"Masculino";"35-39";7;419
2020-07-04;"Masculino";"40-44";5;382
2020-07-04;"Masculino";"45-49";3;350
2020-07-04;"Masculino";"50-54";4;267
2020-07-04;"Masculino";"55-59";2;228
2020-07-04;"Masculino";"60-64";4;215
2020-07-04;"Masculino";"65-69";4;135
2020-07-04;"Masculino";"70-74";2;146
2020-07-04;"Masculino";"75-79";4;81
2020-07-04;"Masculino";"80-84";2;75
2020-07-07;"Feminino";"80-84";1;81
2020-07-07;"Masculino";"35-39";1;420
2020-07-07;"Masculino";"55-59";1;229
2020-07-07;"Masculino";"60-64";1;216
2020-07-08;"Feminino";"10-14";2;18
2020-07-08;"Feminino";"15-19";3;73
2020-07-08;"Feminino";"20-24";13;202
2020-07-08;"Feminino";"25-29";13;308
2020-07-08;"Feminino";"30-34";18;443
2020-07-08;"Feminino";"35-39";10;476
2020-07-08;"Feminino";"40-44";8;385
2020-07-08;"Feminino";"45-49";9;330
2020-07-08;"Feminino";"50-54";9;301
2020-07-08;"Feminino";"55-59";12;270
2020-07-08;"Feminino";"60-64";8;211
2020-07-08;"Feminino";"65-69";9;150
2020-07-08;"Feminino";"70-74";2;141
2020-07-08;"Feminino";"75-79";4;104
2020-07-08;"Feminino";"80-84";1;82
2020-07-08;"Feminino";"90-94";1;27
2020-07-08;"Feminino";"95-99";1;6
2020-07-08;"Masculino";"15-19";2;43
2020-07-08;"Masculino";"20-24";10;173
2020-07-08;"Masculino";"25-29";8;271
2020-07-08;"Masculino";"30-34";14;331
2020-07-08;"Masculino";"35-39";13;433
2020-07-08;"Masculino";"40-44";11;393
2020-07-08;"Masculino";"45-49";18;368
2020-07-08;"Masculino";"5-9";1;14
2020-07-08;"Masculino";"50-54";9;276
2020-07-08;"Masculino";"55-59";11;240
2020-07-08;"Masculino";"60-64";10;226
2020-07-08;"Masculino";"65-69";6;141
2020-07-08;"Masculino";"70-74";3;149
2020-07-08;"Masculino";"75-79";2;83
2020-07-08;"Masculino";"80-84";2;77
2020-07-08;"Masculino";"95-99";1;5
2020-07-09;"Feminino";"15-19";3;76
2020-07-09;"Feminino";"20-24";2;204
2020-07-09;"Feminino";"25-29";7;315
2020-07-09;"Feminino";"30-34";7;450
2020-07-09;"Feminino";"35-39";4;480
2020-07-09;"Feminino";"40-44";9;394
2020-07-09;"Feminino";"45-49";3;333
2020-07-09;"Feminino";"50-54";6;307
2020-07-09;"Feminino";"55-59";7;277
2020-07-09;"Feminino";"60-64";4;215
2020-07-09;"Feminino";"65-69";4;154
2020-07-09;"Feminino";"70-74";2;143
2020-07-09;"Feminino";"85-89";1;41
2020-07-09;"Masculino";"&gt;100";1;1
2020-07-09;"Masculino";"15-19";3;46
2020-07-09;"Masculino";"20-24";2;175
2020-07-09;"Masculino";"25-29";5;276
2020-07-09;"Masculino";"30-34";1;332
2020-07-09;"Masculino";"35-39";5;438
2020-07-09;"Masculino";"40-44";5;398
2020-07-09;"Masculino";"45-49";3;371
2020-07-09;"Masculino";"50-54";9;285
2020-07-09;"Masculino";"55-59";3;243
2020-07-09;"Masculino";"60-64";3;229
2020-07-09;"Masculino";"65-69";1;142
2020-07-09;"Masculino";"70-74";2;151
2020-07-09;"Masculino";"75-79";2;85
2020-07-09;"Masculino";"80-84";2;79
2020-07-09;"Masculino";"85-89";1;69
2020-07-10;"Feminino";"0-4";1;23
2020-07-10;"Feminino";"15-19";3;79
2020-07-10;"Feminino";"20-24";3;207
2020-07-10;"Feminino";"25-29";6;321
2020-07-10;"Feminino";"30-34";6;456
2020-07-10;"Feminino";"35-39";7;487
2020-07-10;"Feminino";"40-44";7;401
2020-07-10;"Feminino";"45-49";4;337
2020-07-10;"Feminino";"50-54";4;311
2020-07-10;"Feminino";"55-59";6;283
2020-07-10;"Feminino";"60-64";3;218
2020-07-10;"Feminino";"65-69";2;156
2020-07-10;"Feminino";"70-74";2;145
2020-07-10;"Feminino";"75-79";3;107
2020-07-10;"Feminino";"85-89";3;44
2020-07-10;"Masculino";"0-4";1;32
2020-07-10;"Masculino";"15-19";1;47
2020-07-10;"Masculino";"20-24";7;182
2020-07-10;"Masculino";"25-29";4;280
2020-07-10;"Masculino";"30-34";5;337
2020-07-10;"Masculino";"35-39";8;446
2020-07-10;"Masculino";"40-44";6;404
2020-07-10;"Masculino";"45-49";4;375
2020-07-10;"Masculino";"50-54";2;287
2020-07-10;"Masculino";"55-59";3;246
2020-07-10;"Masculino";"60-64";3;232
2020-07-10;"Masculino";"65-69";3;145
2020-07-10;"Masculino";"70-74";6;157
2020-07-10;"Masculino";"80-84";2;81
2020-07-10;"Masculino";"85-89";1;70
2020-07-11;"Feminino";"0-4";1;24
2020-07-11;"Feminino";"10-14";3;21
2020-07-11;"Feminino";"15-19";3;82
2020-07-11;"Feminino";"20-24";10;217
2020-07-11;"Feminino";"25-29";12;333
2020-07-11;"Feminino";"30-34";16;472
2020-07-11;"Feminino";"35-39";17;504
2020-07-11;"Feminino";"40-44";11;412
2020-07-11;"Feminino";"45-49";14;351
2020-07-11;"Feminino";"50-54";11;322
2020-07-11;"Feminino";"55-59";8;291
2020-07-11;"Feminino";"60-64";3;221
2020-07-11;"Feminino";"65-69";6;162
2020-07-11;"Feminino";"70-74";6;151
2020-07-11;"Feminino";"75-79";3;110
2020-07-11;"Feminino";"80-84";3;85
2020-07-11;"Feminino";"85-89";1;45
2020-07-11;"Masculino";"15-19";1;48
2020-07-11;"Masculino";"20-24";12;194
2020-07-11;"Masculino";"25-29";9;289
