"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-05-12;"Masculino";"45-49";4;71
2020-05-12;"Masculino";"65-69";1;32
2020-05-12;"Masculino";"70-74";1;20
2020-05-13;"Feminino";"25-29";1;45
2020-05-13;"Feminino";"40-44";1;70
2020-05-13;"Feminino";"50-54";1;51
2020-05-13;"Feminino";"65-69";1;20
2020-05-13;"Feminino";"75-79";1;17
2020-05-13;"Feminino";"80-84";1;13
2020-05-13;"Masculino";"20-24";1;26
2020-05-13;"Masculino";"25-29";1;52
2020-05-13;"Masculino";"35-39";1;99
2020-05-13;"Masculino";"40-44";1;69
2020-05-13;"Masculino";"45-49";1;72
2020-05-14;"Feminino";"20-24";1;28
2020-05-14;"Feminino";"25-29";1;46
2020-05-14;"Feminino";"30-34";7;87
2020-05-14;"Feminino";"35-39";4;102
2020-05-14;"Feminino";"40-44";1;71
2020-05-14;"Feminino";"45-49";3;54
2020-05-14;"Feminino";"50-54";2;53
2020-05-14;"Feminino";"55-59";3;57
2020-05-14;"Feminino";"65-69";1;21
2020-05-14;"Feminino";"80-84";2;15
2020-05-14;"Masculino";"25-29";1;53
2020-05-14;"Masculino";"30-34";7;73
2020-05-14;"Masculino";"35-39";2;101
2020-05-14;"Masculino";"40-44";2;71
2020-05-14;"Masculino";"45-49";2;74
2020-05-14;"Masculino";"55-59";1;44
2020-05-14;"Masculino";"60-64";1;47
2020-05-14;"Masculino";"65-69";3;35
2020-05-14;"Masculino";"70-74";2;22
2020-05-14;"Masculino";"85-89";3;14
2020-05-14;"Masculino";"90-94";1;3
2020-05-15;"Feminino";"15-19";1;6
2020-05-15;"Feminino";"20-24";1;29
2020-05-15;"Feminino";"30-34";1;88
2020-05-15;"Feminino";"35-39";1;103
2020-05-15;"Feminino";"50-54";1;54
2020-05-15;"Feminino";"75-79";1;18
2020-05-15;"Feminino";"80-84";2;17
2020-05-15;"Feminino";"85-89";2;9
2020-05-15;"Masculino";"25-29";1;54
2020-05-15;"Masculino";"40-44";1;72
2020-05-15;"Masculino";"70-74";1;23
2020-05-15;"Masculino";"80-84";1;10
2020-05-16;"Feminino";"25-29";3;49
2020-05-16;"Feminino";"30-34";3;91
2020-05-16;"Feminino";"35-39";3;106
2020-05-16;"Feminino";"40-44";3;74
2020-05-16;"Feminino";"45-49";5;59
2020-05-16;"Feminino";"50-54";2;56
2020-05-16;"Feminino";"55-59";5;62
2020-05-16;"Feminino";"60-64";2;38
2020-05-16;"Feminino";"65-69";1;22
2020-05-16;"Feminino";"70-74";1;22
2020-05-16;"Feminino";"75-79";3;21
2020-05-16;"Masculino";"25-29";3;57
2020-05-16;"Masculino";"30-34";2;75
2020-05-16;"Masculino";"35-39";3;104
2020-05-16;"Masculino";"40-44";4;76
2020-05-16;"Masculino";"45-49";1;75
2020-05-16;"Masculino";"50-54";3;53
2020-05-16;"Masculino";"55-59";1;45
2020-05-16;"Masculino";"60-64";1;48
2020-05-16;"Masculino";"70-74";2;25
2020-05-16;"Masculino";"75-79";4;14
2020-05-16;"Masculino";"80-84";1;11
2020-05-16;"Masculino";"85-89";1;15
2020-05-17;"Feminino";"70-74";1;23
2020-05-18;"Feminino";"0-4";1;8
2020-05-18;"Feminino";"10-14";1;2
2020-05-18;"Feminino";"15-19";3;9
2020-05-18;"Feminino";"20-24";10;39
2020-05-18;"Feminino";"25-29";26;75
2020-05-18;"Feminino";"30-34";22;113
2020-05-18;"Feminino";"35-39";36;142
2020-05-18;"Feminino";"40-44";16;90
2020-05-18;"Feminino";"45-49";15;74
2020-05-18;"Feminino";"50-54";13;69
2020-05-18;"Feminino";"55-59";14;76
2020-05-18;"Feminino";"60-64";12;50
2020-05-18;"Feminino";"65-69";6;28
2020-05-18;"Feminino";"70-74";10;33
2020-05-18;"Feminino";"75-79";8;29
2020-05-18;"Feminino";"80-84";7;24
2020-05-18;"Masculino";"0-4";1;16
2020-05-18;"Masculino";"15-19";2;7
2020-05-18;"Masculino";"20-24";12;38
2020-05-18;"Masculino";"25-29";17;74
2020-05-18;"Masculino";"30-34";17;92
2020-05-18;"Masculino";"35-39";27;131
2020-05-18;"Masculino";"40-44";25;101
2020-05-18;"Masculino";"45-49";20;95
2020-05-18;"Masculino";"50-54";25;78
2020-05-18;"Masculino";"55-59";10;55
2020-05-18;"Masculino";"60-64";8;56
2020-05-18;"Masculino";"65-69";5;40
2020-05-18;"Masculino";"70-74";6;31
2020-05-18;"Masculino";"75-79";5;19
2020-05-18;"Masculino";"80-84";6;17
2020-05-18;"Masculino";"85-89";3;18
2020-05-18;"Masculino";"90-94";2;5
2020-05-19;"Feminino";"0-4";1;9
2020-05-19;"Feminino";"15-19";2;11
2020-05-19;"Feminino";"20-24";4;43
2020-05-19;"Feminino";"25-29";5;80
2020-05-19;"Feminino";"30-34";14;127
2020-05-19;"Feminino";"35-39";30;172
2020-05-19;"Feminino";"40-44";14;104
2020-05-19;"Feminino";"45-49";9;83
2020-05-19;"Feminino";"5-9";1;1
2020-05-19;"Feminino";"50-54";7;76
2020-05-19;"Feminino";"55-59";9;85
2020-05-19;"Feminino";"60-64";6;56
2020-05-19;"Feminino";"65-69";4;32
2020-05-19;"Feminino";"70-74";3;36
2020-05-19;"Feminino";"80-84";3;27
2020-05-19;"Feminino";"85-89";1;10
2020-05-19;"Feminino";"90-94";1;8
2020-05-19;"Feminino";"95-99";1;1
2020-05-19;"Masculino";"0-4";1;17
2020-05-19;"Masculino";"20-24";5;43
2020-05-19;"Masculino";"25-29";10;84
2020-05-19;"Masculino";"30-34";14;106
2020-05-19;"Masculino";"35-39";18;149
2020-05-19;"Masculino";"40-44";16;117
2020-05-19;"Masculino";"45-49";15;110
2020-05-19;"Masculino";"50-54";15;93
2020-05-19;"Masculino";"55-59";7;62
2020-05-19;"Masculino";"60-64";6;62
2020-05-19;"Masculino";"65-69";5;45
2020-05-19;"Masculino";"70-74";4;35
2020-05-19;"Masculino";"75-79";3;22
2020-05-19;"Masculino";"80-84";2;19
2020-05-19;"Masculino";"85-89";1;19
2020-05-20;"Feminino";"15-19";2;13
2020-05-20;"Feminino";"20-24";8;51
2020-05-20;"Feminino";"25-29";10;90
2020-05-20;"Feminino";"30-34";16;143
2020-05-20;"Feminino";"35-39";17;189
2020-05-20;"Feminino";"40-44";4;108
2020-05-20;"Feminino";"45-49";14;97
2020-05-20;"Feminino";"50-54";4;80
2020-05-20;"Feminino";"55-59";8;93
2020-05-20;"Feminino";"60-64";6;62
2020-05-20;"Feminino";"65-69";4;36
2020-05-20;"Feminino";"70-74";3;39
2020-05-20;"Feminino";"85-89";1;11
2020-05-20;"Feminino";"90-94";1;9
2020-05-20;"Masculino";"10-14";1;3
2020-05-20;"Masculino";"20-24";3;46
2020-05-20;"Masculino";"25-29";6;90
2020-05-20;"Masculino";"30-34";6;112
2020-05-20;"Masculino";"35-39";4;153
2020-05-20;"Masculino";"40-44";16;133
2020-05-20;"Masculino";"45-49";11;121
2020-05-20;"Masculino";"50-54";10;103
2020-05-20;"Masculino";"55-59";6;68
2020-05-20;"Masculino";"60-64";3;65
2020-05-20;"Masculino";"65-69";2;47
2020-05-20;"Masculino";"70-74";4;39
2020-05-20;"Masculino";"75-79";1;23
2020-05-20;"Masculino";"85-89";2;21
2020-05-20;"Masculino";"90-94";1;6
2020-05-21;"Feminino";"20-24";1;52
2020-05-21;"Feminino";"25-29";2;92
2020-05-21;"Feminino";"30-34";2;145
2020-05-21;"Feminino";"35-39";3;192
2020-05-21;"Feminino";"40-44";2;110
2020-05-21;"Feminino";"45-49";1;98
2020-05-21;"Feminino";"50-54";2;82
2020-05-21;"Feminino";"60-64";1;63
2020-05-21;"Feminino";"65-69";1;37
2020-05-21;"Feminino";"70-74";1;40
2020-05-21;"Feminino";"80-84";2;29
2020-05-21;"Feminino";"85-89";1;12
2020-05-21;"Feminino";"90-94";1;10
2020-05-21;"Masculino";"15-19";1;8
2020-05-21;"Masculino";"20-24";1;47
2020-05-21;"Masculino";"25-29";6;96
2020-05-21;"Masculino";"30-34";1;113
2020-05-21;"Masculino";"35-39";2;155
2020-05-21;"Masculino";"40-44";5;138
2020-05-21;"Masculino";"45-49";2;123
2020-05-21;"Masculino";"50-54";1;104
2020-05-21;"Masculino";"55-59";2;70
2020-05-21;"Masculino";"60-64";2;67
2020-05-21;"Masculino";"65-69";3;50
2020-05-21;"Masculino";"75-79";1;24
2020-05-22;"Feminino";"25-29";1;93
2020-05-22;"Feminino";"30-34";2;147
2020-05-22;"Feminino";"35-39";4;196
2020-05-22;"Feminino";"45-49";1;99
2020-05-22;"Feminino";"50-54";1;83
2020-05-22;"Feminino";"60-64";1;64
2020-05-22;"Feminino";"80-84";1;30
2020-05-22;"Masculino";"30-34";3;116
2020-05-22;"Masculino";"35-39";4;159
2020-05-22;"Masculino";"40-44";2;140
2020-05-22;"Masculino";"45-49";1;124
2020-05-22;"Masculino";"5-9";1;5
2020-05-22;"Masculino";"55-59";1;71
2020-05-22;"Masculino";"60-64";1;68
2020-05-22;"Masculino";"65-69";1;51
2020-05-22;"Masculino";"70-74";1;40
2020-05-22;"Masculino";"85-89";1;22
2020-05-23;"Masculino";"45-49";1;125
2020-05-23;"Masculino";"55-59";1;72
2020-05-23;"Masculino";"65-69";1;52
2020-05-25;"Feminino";"10-14";1;3
2020-05-25;"Feminino";"20-24";9;61
2020-05-25;"Feminino";"25-29";15;108
2020-05-25;"Feminino";"30-34";18;165
2020-05-25;"Feminino";"35-39";19;215
2020-05-25;"Feminino";"40-44";18;128
2020-05-25;"Feminino";"45-49";19;118
2020-05-25;"Feminino";"5-9";1;2
2020-05-25;"Feminino";"50-54";15;98
2020-05-25;"Feminino";"55-59";8;101
2020-05-25;"Feminino";"60-64";7;71
2020-05-25;"Feminino";"65-69";4;41
2020-05-25;"Feminino";"70-74";2;42
2020-05-25;"Feminino";"75-79";3;32
2020-05-25;"Feminino";"80-84";2;32
2020-05-25;"Feminino";"90-94";1;11
2020-05-25;"Masculino";"0-4";2;19
2020-05-25;"Masculino";"20-24";4;51
2020-05-25;"Masculino";"25-29";12;108
2020-05-25;"Masculino";"30-34";14;130
2020-05-25;"Masculino";"35-39";23;182
2020-05-25;"Masculino";"40-44";16;156
2020-05-25;"Masculino";"45-49";17;142
2020-05-25;"Masculino";"50-54";11;115
2020-05-25;"Masculino";"55-59";10;82
2020-05-25;"Masculino";"60-64";14;82
2020-05-25;"Masculino";"65-69";4;56
2020-05-25;"Masculino";"70-74";6;46
2020-05-25;"Masculino";"75-79";4;28
2020-05-25;"Masculino";"80-84";3;22
2020-05-25;"Masculino";"85-89";3;25
2020-05-25;"Masculino";"90-94";2;8
2020-05-26;"Feminino";"0-4";1;10
2020-05-26;"Feminino";"20-24";6;67
2020-05-26;"Feminino";"25-29";9;117
2020-05-26;"Feminino";"30-34";14;179
2020-05-26;"Feminino";"35-39";12;227
2020-05-26;"Feminino";"40-44";12;140
2020-05-26;"Feminino";"45-49";9;127
2020-05-26;"Feminino";"50-54";8;106
2020-05-26;"Feminino";"55-59";2;103
2020-05-26;"Feminino";"60-64";7;78
2020-05-26;"Feminino";"65-69";4;45
2020-05-26;"Feminino";"70-74";4;46
2020-05-26;"Feminino";"75-79";8;40
2020-05-26;"Feminino";"80-84";3;35
2020-05-26;"Feminino";"85-89";1;13
2020-05-26;"Feminino";"90-94";1;12
2020-05-26;"Feminino";"95-99";1;2
2020-05-26;"Masculino";"0-4";1;20
2020-05-26;"Masculino";"15-19";2;10
2020-05-26;"Masculino";"20-24";1;52
2020-05-26;"Masculino";"25-29";6;114
2020-05-26;"Masculino";"30-34";9;139
2020-05-26;"Masculino";"35-39";16;198
2020-05-26;"Masculino";"40-44";12;168
2020-05-26;"Masculino";"45-49";11;153
2020-05-26;"Masculino";"50-54";6;121
2020-05-26;"Masculino";"55-59";11;93
2020-05-26;"Masculino";"60-64";2;84
2020-05-26;"Masculino";"65-69";7;63
2020-05-26;"Masculino";"70-74";5;51
2020-05-26;"Masculino";"75-79";4;32
2020-05-26;"Masculino";"85-89";2;27
2020-05-26;"Masculino";"90-94";1;9
2020-05-27;"Feminino";"0-4";1;11
2020-05-27;"Feminino";"10-14";1;4
2020-05-27;"Feminino";"15-19";2;15
2020-05-27;"Feminino";"20-24";2;69
2020-05-27;"Feminino";"25-29";7;124
2020-05-27;"Feminino";"30-34";9;188
2020-05-27;"Feminino";"35-39";14;241
2020-05-27;"Feminino";"40-44";4;144
2020-05-27;"Feminino";"45-49";6;133
2020-05-27;"Feminino";"50-54";7;113
2020-05-27;"Feminino";"55-59";4;107
2020-05-27;"Feminino";"60-64";3;81
2020-05-27;"Feminino";"65-69";4;49
2020-05-27;"Feminino";"70-74";4;50
2020-05-27;"Feminino";"75-79";2;42
2020-05-27;"Feminino";"80-84";1;36
2020-05-27;"Feminino";"85-89";1;14
2020-05-27;"Masculino";"20-24";3;55
2020-05-27;"Masculino";"30-34";10;149
2020-05-27;"Masculino";"35-39";9;207
2020-05-27;"Masculino";"40-44";7;175
2020-05-27;"Masculino";"45-49";10;163
2020-05-27;"Masculino";"50-54";5;126
2020-05-27;"Masculino";"55-59";4;97
2020-05-27;"Masculino";"60-64";2;86
2020-05-27;"Masculino";"65-69";4;67
2020-05-27;"Masculino";"70-74";3;54
2020-05-27;"Masculino";"75-79";1;33
2020-05-27;"Masculino";"80-84";1;23
2020-05-27;"Masculino";"85-89";1;28
2020-05-27;"Masculino";"90-94";1;10
2020-05-28;"Feminino";"15-19";2;17
2020-05-28;"Feminino";"20-24";3;72
2020-05-28;"Feminino";"25-29";1;125
2020-05-28;"Feminino";"30-34";9;197
2020-05-28;"Feminino";"35-39";7;248
2020-05-28;"Feminino";"40-44";7;151
2020-05-28;"Feminino";"45-49";3;136
2020-05-28;"Feminino";"50-54";6;119
2020-05-28;"Feminino";"55-59";4;111
2020-05-28;"Feminino";"60-64";2;83
2020-05-28;"Feminino";"65-69";4;53
2020-05-28;"Feminino";"70-74";5;55
2020-05-28;"Feminino";"75-79";3;45
2020-05-28;"Feminino";"80-84";2;38
2020-05-28;"Feminino";"85-89";3;17
2020-05-28;"Masculino";"25-29";2;116
2020-05-28;"Masculino";"30-34";1;150
2020-05-28;"Masculino";"35-39";11;218
2020-05-28;"Masculino";"40-44";5;180
2020-05-28;"Masculino";"45-49";7;170
2020-05-28;"Masculino";"5-9";1;6
2020-05-28;"Masculino";"50-54";4;130
2020-05-28;"Masculino";"55-59";4;101
2020-05-28;"Masculino";"60-64";6;92
2020-05-28;"Masculino";"65-69";3;70
2020-05-28;"Masculino";"70-74";6;60
2020-05-28;"Masculino";"75-79";1;34
2020-05-28;"Masculino";"80-84";5;28
2020-05-28;"Masculino";"85-89";3;31
2020-05-29;"Feminino";"20-24";8;80
2020-05-29;"Feminino";"25-29";13;138
2020-05-29;"Feminino";"30-34";6;203
2020-05-29;"Feminino";"35-39";9;257
2020-05-29;"Feminino";"40-44";9;160
2020-05-29;"Feminino";"45-49";9;145
2020-05-29;"Feminino";"50-54";7;126
2020-05-29;"Feminino";"55-59";6;117
2020-05-29;"Feminino";"60-64";2;85
2020-05-29;"Feminino";"65-69";2;55
2020-05-29;"Feminino";"70-74";2;57
2020-05-29;"Feminino";"75-79";3;48
2020-05-29;"Feminino";"80-84";1;39
2020-05-29;"Feminino";"85-89";1;18
2020-05-29;"Masculino";"15-19";1;11
2020-05-29;"Masculino";"20-24";7;62
2020-05-29;"Masculino";"25-29";6;122
2020-05-29;"Masculino";"30-34";7;157
2020-05-29;"Masculino";"35-39";9;227
2020-05-29;"Masculino";"40-44";12;192
2020-05-29;"Masculino";"45-49";8;178
2020-05-29;"Masculino";"50-54";10;140
2020-05-29;"Masculino";"55-59";5;106
2020-05-29;"Masculino";"60-64";3;95
2020-05-29;"Masculino";"65-69";3;73
2020-05-29;"Masculino";"70-74";7;67
2020-05-29;"Masculino";"75-79";1;35
2020-05-29;"Masculino";"80-84";1;29
2020-05-29;"Masculino";"85-89";3;34
2020-05-29;"Masculino";"90-94";1;11
2020-05-30;"Feminino";"40-44";1;161
2020-05-30;"Feminino";"45-49";2;147
2020-05-30;"Feminino";"90-94";1;13
2020-05-30;"Masculino";"25-29";1;123
2020-05-30;"Masculino";"45-49";1;179
2020-05-30;"Masculino";"50-54";4;144
2020-06-01;"Feminino";"0-4";1;12
2020-06-01;"Feminino";"20-24";2;82
2020-06-01;"Feminino";"30-34";5;208
2020-06-01;"Feminino";"35-39";2;259
2020-06-01;"Feminino";"40-44";5;166
2020-06-01;"Feminino";"45-49";5;152
2020-06-01;"Feminino";"50-54";7;133
2020-06-01;"Feminino";"55-59";2;119
2020-06-01;"Feminino";"60-64";1;86
2020-06-01;"Feminino";"70-74";1;58
2020-06-01;"Masculino";"20-24";3;65
2020-06-01;"Masculino";"25-29";4;127
2020-06-01;"Masculino";"30-34";1;158
2020-06-01;"Masculino";"35-39";3;230
2020-06-01;"Masculino";"40-44";4;196
2020-06-01;"Masculino";"45-49";3;182
2020-06-01;"Masculino";"50-54";2;146
2020-06-01;"Masculino";"55-59";6;112
2020-06-01;"Masculino";"60-64";4;99
2020-06-01;"Masculino";"65-69";2;75
2020-06-01;"Masculino";"70-74";3;70
2020-06-01;"Masculino";"80-84";1;30
2020-06-01;"Masculino";"85-89";1;35
2020-06-02;"Feminino";"10-14";1;5
2020-06-02;"Feminino";"15-19";9;26
2020-06-02;"Feminino";"20-24";11;93
2020-06-02;"Feminino";"25-29";19;157
2020-06-02;"Feminino";"30-34";20;228
2020-06-02;"Feminino";"35-39";18;277
2020-06-02;"Feminino";"40-44";15;181
2020-06-02;"Feminino";"45-49";14;166
2020-06-02;"Feminino";"50-54";19;152
2020-06-02;"Feminino";"55-59";12;131
2020-06-02;"Feminino";"60-64";9;95
2020-06-02;"Feminino";"65-69";5;60
2020-06-02;"Feminino";"70-74";6;64
2020-06-02;"Feminino";"75-79";6;54
2020-06-02;"Feminino";"80-84";7;46
2020-06-02;"Feminino";"85-89";2;20
2020-06-02;"Masculino";"0-4";1;21
2020-06-02;"Masculino";"15-19";2;13
2020-06-02;"Masculino";"20-24";13;78
2020-06-02;"Masculino";"25-29";16;143
2020-06-02;"Masculino";"30-34";21;179
2020-06-02;"Masculino";"35-39";27;257
2020-06-02;"Masculino";"40-44";14;210
2020-06-02;"Masculino";"45-49";21;203
2020-06-02;"Masculino";"5-9";2;8
2020-06-02;"Masculino";"50-54";13;159
2020-06-02;"Masculino";"55-59";15;127
2020-06-02;"Masculino";"60-64";9;108
2020-06-02;"Masculino";"65-69";5;80
2020-06-02;"Masculino";"70-74";5;75
2020-06-02;"Masculino";"75-79";5;40
2020-06-02;"Masculino";"80-84";1;31
2020-06-02;"Masculino";"85-89";4;39
2020-06-02;"Masculino";"90-94";1;12
2020-06-03;"Feminino";"20-24";2;95
2020-06-03;"Feminino";"25-29";1;158
2020-06-03;"Feminino";"30-34";1;229
2020-06-03;"Feminino";"35-39";1;278
2020-06-03;"Feminino";"45-49";1;167
2020-06-03;"Feminino";"55-59";1;132
2020-06-03;"Feminino";"60-64";2;97
2020-06-03;"Feminino";"65-69";1;61
2020-06-03;"Feminino";"70-74";1;65
2020-06-03;"Feminino";"75-79";1;55
2020-06-03;"Masculino";"0-4";1;22
2020-06-03;"Masculino";"10-14";1;4
2020-06-03;"Masculino";"35-39";2;259
2020-06-03;"Masculino";"50-54";1;160
2020-06-03;"Masculino";"55-59";2;129
2020-06-03;"Masculino";"60-64";2;110
2020-06-03;"Masculino";"65-69";1;81
2020-06-03;"Masculino";"75-79";1;41
2020-06-03;"Masculino";"80-84";1;32
2020-06-04;"Feminino";"30-34";1;230
2020-06-04;"Feminino";"35-39";1;279
2020-06-04;"Feminino";"45-49";1;168
2020-06-04;"Feminino";"50-54";2;154
2020-06-04;"Feminino";"70-74";1;66
2020-06-04;"Feminino";"75-79";2;57
2020-06-04;"Feminino";"80-84";1;47
2020-06-04;"Feminino";"85-89";1;21
2020-06-04;"Masculino";"35-39";1;260
2020-06-04;"Masculino";"40-44";2;212
2020-06-04;"Masculino";"55-59";1;130
2020-06-04;"Masculino";"65-69";1;82
2020-06-04;"Masculino";"80-84";2;34
2020-06-05;"Feminino";"15-19";1;27
2020-06-05;"Feminino";"25-29";1;159
2020-06-05;"Feminino";"30-34";2;232
2020-06-05;"Feminino";"40-44";2;183
2020-06-05;"Feminino";"50-54";2;156
2020-06-05;"Feminino";"55-59";1;133
2020-06-05;"Feminino";"60-64";1;98
2020-06-05;"Feminino";"70-74";1;67
2020-06-05;"Feminino";"80-84";1;48
2020-06-05;"Feminino";"90-94";1;14
2020-06-05;"Feminino";"95-99";1;3
2020-06-05;"Masculino";"25-29";1;144
2020-06-05;"Masculino";"30-34";1;180
2020-06-05;"Masculino";"35-39";1;261
2020-06-05;"Masculino";"40-44";1;213
2020-06-05;"Masculino";"50-54";1;161
2020-06-05;"Masculino";"70-74";2;77
2020-06-06;"Feminino";"20-24";1;96
2020-06-06;"Feminino";"45-49";1;169
2020-06-06;"Feminino";"50-54";1;157
2020-06-06;"Feminino";"65-69";1;62
2020-06-06;"Masculino";"40-44";1;214
2020-06-06;"Masculino";"50-54";2;163
2020-06-06;"Masculino";"55-59";1;131
2020-06-06;"Masculino";"65-69";1;83
2020-06-08;"Feminino";"&gt;100";1;1
2020-06-08;"Feminino";"20-24";1;97
2020-06-08;"Feminino";"25-29";5;164
2020-06-08;"Feminino";"30-34";1;233
2020-06-08;"Feminino";"35-39";3;282
2020-06-08;"Feminino";"40-44";4;187
2020-06-08;"Feminino";"45-49";3;172
2020-06-08;"Feminino";"50-54";1;158
2020-06-08;"Feminino";"55-59";2;135
2020-06-08;"Feminino";"60-64";3;101
2020-06-08;"Feminino";"65-69";1;63
2020-06-08;"Feminino";"75-79";1;58
2020-06-08;"Masculino";"20-24";5;83
2020-06-08;"Masculino";"25-29";1;145
2020-06-08;"Masculino";"30-34";7;187
2020-06-08;"Masculino";"35-39";5;266
2020-06-08;"Masculino";"40-44";2;216
2020-06-08;"Masculino";"45-49";5;208
2020-06-08;"Masculino";"50-54";3;166
2020-06-08;"Masculino";"60-64";3;113
2020-06-08;"Masculino";"65-69";1;84
2020-06-08;"Masculino";"75-79";1;42
2020-06-08;"Masculino";"85-89";1;40
2020-06-09;"Feminino";"25-29";1;165
2020-06-09;"Feminino";"30-34";2;235
2020-06-09;"Feminino";"55-59";1;136
2020-06-09;"Feminino";"65-69";1;64
2020-06-09;"Feminino";"85-89";1;22
2020-06-09;"Masculino";"30-34";1;188
2020-06-09;"Masculino";"45-49";1;209
2020-06-10;"Feminino";"0-4";1;13
2020-06-10;"Feminino";"10-14";1;6
2020-06-10;"Feminino";"20-24";3;100
2020-06-10;"Feminino";"25-29";4;169
2020-06-10;"Feminino";"30-34";4;239
2020-06-10;"Feminino";"35-39";4;286
2020-06-10;"Feminino";"40-44";4;191
2020-06-10;"Feminino";"45-49";7;179
2020-06-10;"Feminino";"5-9";1;3
2020-06-10;"Feminino";"50-54";7;165
2020-06-10;"Feminino";"55-59";4;140
2020-06-10;"Feminino";"65-69";5;69
2020-06-10;"Feminino";"70-74";1;68
2020-06-10;"Feminino";"80-84";2;50
2020-06-10;"Masculino";"0-4";1;23
2020-06-10;"Masculino";"20-24";5;88
2020-06-10;"Masculino";"25-29";2;147
2020-06-10;"Masculino";"30-34";3;191
2020-06-10;"Masculino";"35-39";4;270
2020-06-10;"Masculino";"40-44";2;218
2020-06-10;"Masculino";"45-49";2;211
2020-06-10;"Masculino";"50-54";2;168
2020-06-10;"Masculino";"55-59";2;133
2020-06-10;"Masculino";"60-64";4;117
2020-06-10;"Masculino";"65-69";2;86
2020-06-10;"Masculino";"70-74";1;78
2020-06-10;"Masculino";"75-79";1;43
2020-06-10;"Masculino";"80-84";3;37
2020-06-11;"Feminino";"15-19";2;29
2020-06-11;"Feminino";"25-29";6;175
2020-06-11;"Feminino";"30-34";6;245
2020-06-11;"Feminino";"35-39";6;292
2020-06-11;"Feminino";"40-44";11;202
2020-06-11;"Feminino";"45-49";9;188
2020-06-11;"Feminino";"5-9";1;4
2020-06-11;"Feminino";"50-54";3;168
2020-06-11;"Feminino";"55-59";1;141
2020-06-11;"Feminino";"65-69";7;76
2020-06-11;"Feminino";"70-74";3;71
2020-06-11;"Feminino";"75-79";1;59
2020-06-11;"Feminino";"85-89";1;23
2020-06-11;"Masculino";"15-19";2;15
2020-06-11;"Masculino";"20-24";2;90
2020-06-11;"Masculino";"25-29";5;152
2020-06-11;"Masculino";"30-34";4;195
2020-06-11;"Masculino";"35-39";3;273
2020-06-11;"Masculino";"40-44";10;228
2020-06-11;"Masculino";"45-49";9;220
2020-06-11;"Masculino";"50-54";7;175
2020-06-11;"Masculino";"55-59";5;138
2020-06-11;"Masculino";"60-64";1;118
2020-06-11;"Masculino";"65-69";3;89
2020-06-11;"Masculino";"70-74";3;81
2020-06-11;"Masculino";"75-79";2;45
2020-06-11;"Masculino";"80-84";2;39
2020-06-12;"Feminino";"0-4";1;14
2020-06-12;"Feminino";"25-29";1;176
2020-06-12;"Feminino";"30-34";5;250
2020-06-12;"Feminino";"35-39";6;298
2020-06-12;"Feminino";"40-44";5;207
2020-06-12;"Feminino";"45-49";6;194
2020-06-12;"Feminino";"50-54";4;172
2020-06-12;"Feminino";"55-59";2;143
2020-06-12;"Feminino";"60-64";2;103
2020-06-12;"Feminino";"65-69";2;78
2020-06-12;"Feminino";"70-74";1;72
2020-06-12;"Masculino";"20-24";1;91
2020-06-12;"Masculino";"25-29";3;155
2020-06-12;"Masculino";"30-34";3;198
2020-06-12;"Masculino";"35-39";4;277
2020-06-12;"Masculino";"40-44";7;235
2020-06-12;"Masculino";"45-49";4;224
2020-06-12;"Masculino";"55-59";1;139
2020-06-12;"Masculino";"60-64";2;120
2020-06-12;"Masculino";"70-74";2;83
2020-06-12;"Masculino";"75-79";1;46
2020-06-12;"Masculino";"80-84";1;40
2020-06-13;"Feminino";"15-19";1;30
2020-06-13;"Feminino";"25-29";5;181
2020-06-13;"Feminino";"30-34";4;254
2020-06-13;"Feminino";"35-39";9;307
2020-06-13;"Feminino";"40-44";2;209
2020-06-13;"Feminino";"45-49";5;199
2020-06-13;"Feminino";"5-9";1;5
2020-06-13;"Feminino";"50-54";1;173
2020-06-13;"Feminino";"55-59";3;146
2020-06-13;"Feminino";"60-64";6;109
2020-06-13;"Feminino";"65-69";2;80
2020-06-13;"Feminino";"70-74";2;74
2020-06-13;"Feminino";"75-79";1;60
2020-06-13;"Masculino";"20-24";1;92
2020-06-13;"Masculino";"25-29";3;158
2020-06-13;"Masculino";"30-34";4;202
2020-06-13;"Masculino";"35-39";4;281
2020-06-13;"Masculino";"40-44";3;238
2020-06-13;"Masculino";"45-49";5;229
2020-06-13;"Masculino";"50-54";6;181
2020-06-13;"Masculino";"55-59";5;144
2020-06-13;"Masculino";"60-64";3;123
2020-06-13;"Masculino";"65-69";1;90
2020-06-13;"Masculino";"70-74";1;84
2020-06-13;"Masculino";"75-79";2;48
2020-06-15;"Feminino";"25-29";1;182
2020-06-15;"Feminino";"30-34";1;255
2020-06-15;"Feminino";"35-39";1;308
2020-06-15;"Feminino";"50-54";2;175
2020-06-15;"Feminino";"55-59";2;148
2020-06-15;"Feminino";"60-64";2;111
2020-06-15;"Feminino";"70-74";1;75
2020-06-15;"Masculino";"25-29";1;159
2020-06-15;"Masculino";"30-34";2;204
2020-06-15;"Masculino";"55-59";1;145
2020-06-15;"Masculino";"65-69";2;92
2020-06-16;"Feminino";"10-14";1;7
2020-06-16;"Feminino";"15-19";3;33
2020-06-16;"Feminino";"20-24";5;105
2020-06-16;"Feminino";"25-29";2;184
2020-06-16;"Feminino";"30-34";16;271
